"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮爾龐特與我時常意見相左，但是他很聰明，知道激怒虛空假面有多危險。我不是很喜歡克拉錫利姆條約，因為操縱時空很好玩啊，但你知道什麼更好玩嗎？就是不讓自己的時間線被抹去。"
"DCG_VO_ursa_equip_generic_accessory_04"	"這東西配得上我……"
"DCG_VO_ursa_equip_generic_accessory_05"	"這個我用得上……"
"DCG_VO_ursa_kill_rival_01"	"你不該對我的族人虎視眈眈……"
"DCG_VO_ursa_kill_rival_02"	"你不會得逞的！"
"DCG_VO_ursa_kill_rival_03"	"我會將你的污穢從我的爪子上洗掉。"
"DCG_VO_ursa_kill_rival_04"	"你本該逃跑的。"
"DCG_VO_ursa_kill_rival_05"	"也許你的親人會為你哭泣。"
"DCG_VO_ursa_kill_rival_06"	"我天生就會狩獵。你就不必癡心妄想了。"
"DCG_VO_ursa_kill_rival_07"	"沒有人會懷念你。"
"DCG_VO_ursa_kill_rival_08"	"我要拿你的屍體警示天下……"
"DCG_VO_ursa_kill_rival_09"	"我會撕開你的喉嚨！"
"DCG_VO_ursa_kill_rival_10"	"真可悲。"
"DCG_VO_ursa_use_include_01"	"<i>咆哮</i>"
"DCG_VO_ursa_use_include_02"	"面對我！！"
"DCG_VO_ursa_use_include_03"	"我會把你撕碎！"
"DCG_VO_ursa_unique_01"	"基恩人，我會把你的盔甲剝掉……"
"DCG_VO_ursa_unique_02"	"醜陋的基恩人，我一口就能吞了你。"
"DCG_VO_ursa_unique_03"	"我會打碎你的小玩具，基恩人。然後就輪到你了。"
"DCG_VO_ursa_unique_04"	"我會跟隨著紅霧為榮耀而戰……"
"DCG_VO_ursa_unique_05"	"他們奪了你們的地？那我們就去奪他們的命。"
"DCG_VO_ursa_unique_06"	"你的盔甲也救不了你……"
"DCG_VO_ursa_unique_07"	"翠拉克希絲，我不允許任何人闖進這片森林。"
"DCG_VO_ursa_unique_08"	"你為什麼要背叛我，魅惑魔女？"
"DCG_VO_ursa_unique_09"	"愛由莎，你讓森林充滿光明。"
"DCG_VO_ursa_unique_10"	"狼人，你這個不應該存在的怪物"
"DCG_VO_ursa_unique_11"	"我的朋友們絕不會屈服！"
"DCG_VO_ursa_unique_12"	"我尊重你神聖的狩獵，戰行者……"
"DCG_VO_ursa_unique_13"	"獸王，你說你是森林的朋友……那麼就證明給我看吧。"
"DCG_VO_ursa_unique_14"	"你本該留在預兆之穀……"
"DCG_VO_ursa_unique_15"	"不要出現在我面前，愛由莎。你會死的。"
"DCG_VO_ursa_unique_16"	"你是個危險的女人，索爾拉……我敬重你這點。"
"DCG_VO_ursa_unique_17"	"我會和你一起對抗紅霧……"
"DCG_VO_ursa_unique_18"	"這片森林裡住著惡靈。你是什麼人，魔魘之子？"
"DCG_VO_ursa_unique_19"	"特蕾絲汀，我本來是來摧毀你的軍團的，但紅霧才是真正的敵人……"
"DCG_VO_ursa_unique_20"	"你的把戲到此為止。"
"DCG_VO_ursa_healed_01"	"啊……"
"DCG_VO_ursa_healed_02"	"啊！這下好多了。"
"DCG_VO_ursa_healed_03"	"我欠你一個人情。"
"DCG_VO_ursa_healed_04"	"謝謝。"
"DCG_VO_ursa_healed_05"	"我不會停止戰鬥……"
"DCG_VO_ursa_taunt_generic_01"	"敵人都會死在我們手下的……"
"DCG_VO_ursa_taunt_generic_02"	"你輸定了。"
"DCG_VO_ursa_taunt_generic_03"	"你逃不回老家了……"
"DCG_VO_ursa_taunt_generic_04"	"就在這裡，我幫你做個了結。"
"DCG_VO_ursa_taunt_generic_05"	"這片土地將浸滿鮮血……"
"DCG_VO_ursa_taunt_generic_06"	"我受到了戰鬥的召喚……"
"DCG_VO_ursa_taunt_generic_07"	"我的身後將屍橫遍野……"
"DCG_VO_ursa_taunt_generic_08"	"奮戰到底……"
"DCG_VO_ursa_taunt_generic_09"	"拆塔！"
"DCG_VO_ursa_taunt_generic_10"	"摧毀遺跡！"
"DCG_VO_ursa_potential_kill_01"	"該來的總會來的……"
"DCG_VO_ursa_potential_kill_02"	"我的利爪將染得血紅……"
"DCG_VO_ursa_potential_kill_03"	"你死定了……"
"DCG_VO_ursa_potential_kill_04"	"我會讓你死無全屍……"
"DCG_VO_ursa_potential_kill_05"	"求饒也沒用……"
"DCG_VO_ursa_potential_save_01"	"先靈還不准我死去。"
"DCG_VO_ursa_potential_save_02"	"還沒到為我哀悼的時候。"
"DCG_VO_ursa_potential_save_03"	"終於有個旗鼓相當的對手了……"
"DCG_VO_ursa_potential_save_04"	"你還要再努力些……"
"DCG_VO_ursa_potential_save_05"	"我仍然鬥志昂揚。"
"DCG_VO_ursa_permanent_armor_01"	"族人的靈魂在我體內奔湧。"
"DCG_VO_ursa_permanent_armor_02"	"我刀槍不入。"
"DCG_VO_ursa_permanent_armor_03"	"我堅不可摧……"
"DCG_VO_ursa_permanent_armor_04"	"我為戰鬥而生。"
"DCG_VO_ursa_permanent_armor_05"	"我不怕血戰。"
"DCG_VO_ursa_permanent_attack_01"	"我的利爪更加鋒銳了。"
"DCG_VO_ursa_permanent_attack_02"	"我的牙齒更加尖利了。"
"DCG_VO_ursa_permanent_attack_03"	"我的下顎更加強壯了。"
"DCG_VO_ursa_permanent_attack_04"	"把敵人帶來給我……"
"DCG_VO_ursa_permanent_attack_05"	"所有膽敢面對我的蠢貨都是死路一條……"
"DCG_VO_ursa_permanent_health_01"	"刀劍殺不了我。"
"DCG_VO_ursa_permanent_health_02"	"箭矢刺不穿我。"
"DCG_VO_ursa_permanent_health_03"	"烈焰燒不死我。"
"DCG_VO_ursa_permanent_health_04"	"冰霜拖不垮我。"
"DCG_VO_ursa_permanent_health_05"	"我無所畏懼……"
"DCG_VO_ursa_cast_spell_01"	"要對付我，你還差遠了……"
"DCG_VO_ursa_cast_spell_02"	"先祖與我同行……"
"DCG_VO_ursa_cast_spell_03"	"先祖賜予我力量……"
"DCG_VO_ursa_cast_spell_04"	"如果你覺得這都值得稱道，那你真該看看狼群之母的能耐。"
"DCG_VO_ursa_cast_spell_05"	"戰場隨我掌控……"
"DCG_VO_ursa_cast_spell_06"	"我保衛著這裡……"
"DCG_VO_ursa_cast_spell_07"	"我的威力無窮無盡……"
"DCG_VO_ursa_cast_spell_08"	"我準備好戰鬥了……你呢？"
"DCG_VO_ursa_cast_spell_09"	"這裡就是你的葬身之地……"
"DCG_VO_ursa_cast_spell_10"	"我智勇雙全……"
"DCG_VO_ursa_buff_ally_01"	"眾靈賜福於你。"
"DCG_VO_ursa_buff_ally_02"	"起來，我們一起為榮譽而戰。"
"DCG_VO_ursa_buff_ally_03"	"讓他們見識我們激揚的鬥志。"
"DCG_VO_ursa_buff_ally_04"	"我們不會戰死的……"
"DCG_VO_ursa_buff_ally_05"	"如果你與我並肩作戰，我會視你為親人。"
"DCG_VO_ursa_buff_ally_06"	"我不會讓你倒下的。"
"DCG_VO_ursa_buff_ally_07"	"和我在一起，你能挺過去的……"
"DCG_VO_ursa_buff_ally_08"	"我會讓你見證戰爭之道。"
"DCG_VO_ursa_buff_ally_09"	"我們生死與共……"
"DCG_VO_ursa_buff_ally_10"	"和我並肩作戰！"
"DCG_VO_ursa_debuff_enemy_01"	"你底氣不足。"
"DCG_VO_ursa_debuff_enemy_02"	"我向你挑戰。"
"DCG_VO_ursa_debuff_enemy_03"	"凝聚你的力量吧。該到考驗的時候了。"
"DCG_VO_ursa_debuff_enemy_04"	"來吧，小兔崽子……讓我看看你的膽量……"
"DCG_VO_ursa_debuff_enemy_05"	"來吧，我會讓你有個好死！"
"DCG_VO_ursa_debuff_enemy_06"	"你的優勢一點一滴地消失……"
"DCG_VO_ursa_debuff_enemy_07"	"連你的親媽都覺得你噁心。"
"DCG_VO_ursa_debuff_enemy_08"	"我會把你撕成碎片……"
"DCG_VO_ursa_debuff_enemy_09"	"你真可悲。"
"DCG_VO_ursa_debuff_enemy_10"	"面對我吧，懦夫。"
"DCG_VO_ursa_single_target_damage_01"	"去死吧！"
"DCG_VO_ursa_single_target_damage_02"	"我會撕裂你的盔甲！"
"DCG_VO_ursa_single_target_damage_03"	"我的怒火無人能敵！"
"DCG_VO_ursa_single_target_damage_04"	"你早晚要死的……"
"DCG_VO_ursa_single_target_damage_05"	"你對抗不了我。"
"DCG_VO_ursa_single_target_damage_06"	"逃命吧，自怨自艾去吧。"
"DCG_VO_ursa_single_target_damage_07"	"逃回老家去吧，小兔崽子。"
"DCG_VO_ursa_single_target_damage_08"	"我會摧毀你的意志。"
"DCG_VO_ursa_single_target_damage_09"	"你的防禦在我看來不值一提。"
"DCG_VO_ursa_single_target_damage_10"	"想阻止我？你別痴心妄想！"
"DCG_VO_ursa_multi_damage_small_01"	"我要把你挫骨揚灰……"
"DCG_VO_ursa_multi_damage_small_02"	"這只是個開始……"
"DCG_VO_ursa_multi_damage_small_03"	"你覺得你能活到幾時？"
"DCG_VO_ursa_multi_damage_small_04"	"逃吧。"
"DCG_VO_ursa_multi_damage_small_05"	"我只是先逗你一下……"
"DCG_VO_ursa_multi_damage_small_06"	"你根本不值得我費力氣……"
"DCG_VO_ursa_multi_damage_small_07"	"死是種解脫。"
"DCG_VO_ursa_multi_damage_small_08"	"你想對抗我的力量？別異想天開了！"
"DCG_VO_ursa_multi_damage_small_09"	"你永遠打不過我們！"
"DCG_VO_ursa_multi_damage_small_10"	"你覺得你能打敗我？"
"DCG_VO_ursa_multi_damage_large_01"	"只有傻瓜才會自己送上門來……"
"DCG_VO_ursa_multi_damage_large_02"	"你光靠鬥志是不夠的。"
"DCG_VO_ursa_multi_damage_large_03"	"見你的祖宗去吧！"
"DCG_VO_ursa_multi_damage_large_04"	"沒有人會為你哀悼。"
"DCG_VO_ursa_multi_damage_large_05"	"讓烏鴉來享用你的殘軀吧……"
"DCG_VO_ursa_multi_damage_large_06"	"我玩夠了……"
"DCG_VO_ursa_multi_damage_large_07"	"結束吧！"
"DCG_VO_ursa_multi_damage_large_08"	"你會死得面目全非，無人能識。"
"DCG_VO_ursa_multi_damage_large_09"	"我會把你一片片地撕碎……"
"DCG_VO_ursa_multi_damage_large_10"	"我來迎戰你們所有人！"
"DCG_VO_ursa_pleased_01"	"很好。"
"DCG_VO_ursa_pleased_02"	"正如我願……"
"DCG_VO_ursa_pleased_03"	"真是天時地利……"
"DCG_VO_ursa_pleased_04"	"<i>笑聲</i>"
"DCG_VO_ursa_pleased_05"	"沒人比你更好了……"
"DCG_VO_ursa_pleased_06"	"先靈很滿意……"
"DCG_VO_ursa_pleased_07"	"今天是個好日子……"
"DCG_VO_ursa_pleased_08"	"你這樣的親族讓我顏面有光。"
"DCG_VO_ursa_pleased_09"	"時機成熟了！"
"DCG_VO_ursa_pleased_10"	"勝利就在面前！"
"DCG_VO_ursa_concerned_01"	"我還會再看到暗林嗎？"
"DCG_VO_ursa_concerned_02"	"我的子民會怎樣？"
"DCG_VO_ursa_concerned_03"	"出什麼事了……"
"DCG_VO_ursa_concerned_04"	"不……這不可能……"
"DCG_VO_ursa_concerned_05"	"我……我要輸了……"
"DCG_VO_ursa_concerned_06"	"我讓我的子民感到恥辱……"
"DCG_VO_ursa_concerned_07"	"我好像太貪心了……"
"DCG_VO_ursa_concerned_08"	"驕傲蒙蔽了我……"
"DCG_VO_ursa_concerned_09"	"我怎麼會低估了他們……"
"DCG_VO_ursa_concerned_10"	"我為什麼會這樣……"
"DCG_VO_ursa_angry_01"	"不可能！"
"DCG_VO_ursa_angry_02"	"膽敢激怒我，你這是在找死！"
"DCG_VO_ursa_angry_03"	"你會付出代價的！"
"DCG_VO_ursa_angry_04"	"你知道我是誰嗎？！"
"DCG_VO_ursa_angry_05"	"小人！"
"DCG_VO_ursa_angry_06"	"我的耐心是有限的……"
"DCG_VO_ursa_angry_07"	"你會死無葬身之地！"
"DCG_VO_ursa_angry_08"	"你好大膽！"
"DCG_VO_ursa_angry_09"	"竟敢反抗我？"
"DCG_VO_ursa_angry_10"	"我不介意多花些時間在你身上……"
"DCG_VO_ursa_arrogant_01"	"誰有水準與我並駕齊驅？"
"DCG_VO_ursa_arrogant_02"	"死在我的手裡是一種榮耀。"
"DCG_VO_ursa_arrogant_03"	"你還對付不了我。"
"DCG_VO_ursa_arrogant_04"	"不會花太長時間……"
"DCG_VO_ursa_arrogant_05"	"你這樣的小兔崽子不配上戰場。"
"DCG_VO_ursa_arrogant_06"	"你本該多帶些軍隊來的。"
"DCG_VO_ursa_arrogant_07"	"面對我這樣的對手，你有什麼勝算？"
"DCG_VO_ursa_arrogant_08"	"我見過很多像你這樣的對手。沒一個讓我眼睛一亮的。"
"DCG_VO_ursa_arrogant_09"	"你既然進森林來了，還想活著出去嗎？"
"DCG_VO_ursa_arrogant_10"	"真可悲。"
"DCG_VO_ursa_enigmatic_01"	"先祖賜予了我力量……"
"DCG_VO_ursa_enigmatic_02"	"就是眼下，先靈也在注視著我……"
"DCG_VO_ursa_enigmatic_03"	"我們將英勇作戰……"
"DCG_VO_ursa_enigmatic_04"	"我們視死如歸，勝利終將屬於我們……"
"DCG_VO_ursa_enigmatic_05"	"榮譽就是我們的意義，使我們有資格得到先靈的祝福。"
"DCG_VO_ursa_enigmatic_06"	"我不會忘記先祖的名字，也不會忘記他們在我心中引燃的激情。"
"DCG_VO_ursa_enigmatic_07"	"我會在族人們的傳說中擁有一席之地……"
"DCG_VO_ursa_enigmatic_08"	"河流帶給我們食物和飲水，也洗去了血跡。"
"DCG_VO_ursa_enigmatic_09"	"戰爭召喚著我"
"DCG_VO_ursa_enigmatic_10"	"我會讓始祖之熊的靈魂驕傲地燃燒。"
"DCG_VO_ursa_death_01"	"<i>尖叫</i>"
"DCG_VO_legion_commander_intro"	"我知道這些人覺得我是個怪物。我不怪他們。沒人喜歡被佔領。但這都是為了他們好。如果我們沒來玫葉城，恐怕紅霧已經把他們全部肅清了……現在這些豺狼人把我們當成大惡人，但等我們擊敗了索爾拉可汗之後……他們終將承認古銅軍團才是真正的英雄。"
"DCG_VO_legion_commander_duel_intro"	"還要讓多少我們的族人白白死去？我們就在這裡做個了結吧。"
"DCG_VO_legion_commander_burning_oil_intro"	"我知道索爾拉有什麼打算……等到她的部下來攻打城牆時，會有驚喜等著他們。他們不會喜歡的。"
"DCG_VO_legion_commander_new_orders_intro"	"將不善審時度勢，兵不能所向披靡。"
"DCG_VO_legion_commander_routed_intro"	"想要徹底終結一場戰鬥，就必須毫不留情……哪怕敵人已經潰敗。"
"DCG_VO_legion_commander_tresdins_standards_intro"	"加拉尼烏斯大帝對我期望很高。我對我的士兵也是如此。"
"DCG_VO_legion_commander_bitter_enemies_part2"	"對一個死到臨頭的女人而言，你非常自信。"
"DCG_VO_legion_commander_bitter_enemies_part4"	"我不認為，是你把自己想得太厲害了。"
"DCG_VO_legion_commander_temple_of_war"	"豺狼人不瞭解我們的神。我能理解。我曾經也不瞭解她，但很快他們就會和我們一樣敬愛她了。"
"DCG_VO_legion_commander_equip_generic_weapon_01"	"我會擊垮我們的敵人。"
"DCG_VO_legion_commander_equip_generic_weapon_02"	"完美。"
"DCG_VO_legion_commander_equip_generic_weapon_03"	"我精通各種武器。"
"DCG_VO_legion_commander_equip_generic_weapon_04"	"我以身作則。"
"DCG_VO_legion_commander_equip_generic_weapon_05"	"我受過最好的訓練。"
"DCG_VO_legion_commander_equip_generic_armor_01"	"軍團時刻準備妥當。"
"DCG_VO_legion_commander_equip_generic_armor_02"	"我已整裝待發。"
"DCG_VO_legion_commander_equip_generic_armor_03"	"古銅軍團銳不可當。"
"DCG_VO_legion_commander_equip_generic_armor_04"	"我將身先士卒。"
"DCG_VO_legion_commander_equip_generic_armor_05"	"看看這下瑞克斯還怎麼攔得住我……"
"DCG_VO_legion_commander_equip_generic_accessory_01"	"我準備好戰鬥了。"
"DCG_VO_legion_commander_equip_generic_accessory_02"	"準備領軍。"
"DCG_VO_legion_commander_equip_generic_accessory_03"	"準備出征。"
"DCG_VO_legion_commander_equip_generic_accessory_04"	"先鋒與我同在。"
"DCG_VO_legion_commander_equip_generic_accessory_05"	"這對軍團會很有用處。"
"DCG_VO_legion_commander_kill_rival_01"	"你不是我的對手！"
"DCG_VO_legion_commander_kill_rival_02"	"你從來就沒有存活的機會。"
"DCG_VO_legion_commander_kill_rival_03"	"你早該投降的。"
"DCG_VO_legion_commander_kill_rival_04"	"與軍團作對者，殺無赦。"
"DCG_VO_legion_commander_kill_rival_05"	"你沒有任何勝算。"
"DCG_VO_legion_commander_kill_rival_06"	"太簡單了。"
"DCG_VO_legion_commander_kill_rival_07"	"古銅軍團攻無不克。"
"DCG_VO_legion_commander_kill_rival_08"	"你敗局已定。"
"DCG_VO_legion_commander_kill_rival_09"	"你無法與一支精銳力量抗衡。"
"DCG_VO_legion_commander_kill_rival_10"	"哈！"
"DCG_VO_legion_commander_use_include_01"	"我挑戰你！"
"DCG_VO_legion_commander_use_include_02"	"讓我看看你都有些什麼本事。"
"DCG_VO_legion_commander_use_include_03"	"來戰啊！"
"DCG_VO_legion_commander_unique_01"	"面對我，叛徒！"
"DCG_VO_legion_commander_unique_02"	"瑞克斯，我們在這裡做個了結。"
"DCG_VO_legion_commander_unique_03"	"叛亂就此結束！"
"DCG_VO_legion_commander_unique_04"	"該來的總會來的。"
"DCG_VO_legion_commander_unique_05"	"你遠道而來，只是送死……"
"DCG_VO_legion_commander_unique_06"	"來吧，索爾拉……我們做個了結。"
"DCG_VO_legion_commander_unique_07"	"瑞克斯，我會像處置叛徒一樣處置你。"
"DCG_VO_legion_commander_unique_08"	"石堂城給了你一切，瑞克斯……而你卻背叛了我們。"
"DCG_VO_legion_commander_unique_09"	"我曾經信任過你，瑞克斯。我不會再犯同樣的錯誤了。"
"DCG_VO_legion_commander_unique_10"	"我不會放任你毀掉這裡！"
"DCG_VO_legion_commander_unique_11"	"紅霧部落就到此為止了！"
"DCG_VO_legion_commander_unique_12"	"我一直在等待這一刻，索爾拉。"
"DCG_VO_legion_commander_unique_13"	"在我的戰旗下集結！"
"DCG_VO_legion_commander_unique_14"	"與我並肩作戰，我們戰無不勝！"
"DCG_VO_legion_commander_unique_15"	"我會帶領大家走向勝利！"
"DCG_VO_legion_commander_unique_16"	"不要放過他們！"
"DCG_VO_legion_commander_unique_17"	"我們突破了他們的戰線！"
"DCG_VO_legion_commander_unique_18"	"就是現在！他們崩潰了！"
"DCG_VO_legion_commander_unique_19"	"很高興看到你恢復理智，瑞克斯。"
"DCG_VO_legion_commander_unique_20"	"瑞克斯……等我們勝利之後，也許加拉尼烏斯會赦免你的。"
"DCG_VO_legion_commander_healed_01"	"啊……"
"DCG_VO_legion_commander_healed_02"	"感謝幫助。"
"DCG_VO_legion_commander_healed_03"	"準備戰鬥。"
"DCG_VO_legion_commander_healed_04"	"我的戰鬥還沒有結束。"
"DCG_VO_legion_commander_healed_05"	"我不會離開戰場。"
"DCG_VO_legion_commander_taunt_generic_01"	"為了石堂城的榮耀而戰！"
"DCG_VO_legion_commander_taunt_generic_02"	"投降吧，否則，你就是自取滅亡！"
"DCG_VO_legion_commander_taunt_generic_03"	"勝利唾手可得！"
"DCG_VO_legion_commander_taunt_generic_04"	"時機成熟了！"
"DCG_VO_legion_commander_taunt_generic_05"	"該結束這場戰鬥了！"
"DCG_VO_legion_commander_taunt_generic_06"	"勝利盡在我們的掌握之中！"
"DCG_VO_legion_commander_taunt_generic_07"	"血戰到底，勝利屬於我們！"
"DCG_VO_legion_commander_taunt_generic_08"	"不要鬆懈！"
"DCG_VO_legion_commander_taunt_generic_09"	"幹得好，但戰鬥還沒有結束。"
"DCG_VO_legion_commander_taunt_generic_10"	"幹得漂亮。該結束這一切了。"
"DCG_VO_legion_commander_potential_kill_01"	"這就是你的葬身之處。"
"DCG_VO_legion_commander_potential_kill_02"	"你就別奢望能擊敗我了。"
"DCG_VO_legion_commander_potential_kill_03"	"你無處可逃。"
"DCG_VO_legion_commander_potential_kill_04"	"休想。"
"DCG_VO_legion_commander_potential_kill_05"	"我會讓你死得快點。"
"DCG_VO_legion_commander_potential_save_01"	"沒那麼簡單。"
"DCG_VO_legion_commander_potential_save_02"	"抱歉讓你失望了。"
"DCG_VO_legion_commander_potential_save_03"	"今天不是我的死期。"
"DCG_VO_legion_commander_potential_save_04"	"想殺死我沒那麼容易。"
"DCG_VO_legion_commander_potential_save_05"	"你不是第一個想殺死我的人。"
"DCG_VO_legion_commander_permanent_armor_01"	"我要在最前線指揮，我需要做好萬全的準備。"
"DCG_VO_legion_commander_permanent_armor_02"	"看看還有誰能傷到我。"
"DCG_VO_legion_commander_permanent_armor_03"	"我將馳騁沙場。"
"DCG_VO_legion_commander_permanent_armor_04"	"高舉牛頭蛇的旗幟！"
"DCG_VO_legion_commander_permanent_armor_05"	"古銅軍團隨時備戰。"
"DCG_VO_legion_commander_permanent_attack_01"	"訓練永遠是越多越好。"
