"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Я во многом не согласна с Пьерпонтом, но он весьма прозорливо решил, что злить Безликого опасно. Класзуремское соглашение меня совсем не радует, ведь хрономантия — вещь хорошая. Но знаете, что ещё хорошо? Когда время в твоём мире никто не уничтожил."
"DCG_VO_zeus_cast_spell_08"	"Знаю, смертные, вы поражены..."
"DCG_VO_zeus_cast_spell_09"	"Смотрите, как умеют боги..."
"DCG_VO_zeus_cast_spell_10"	"Игры кончились."
"DCG_VO_zeus_death_01"	"<i>screams</i>"
"DCG_VO_zeus_buff_ally_01"	"Я великодушный бог."
"DCG_VO_zeus_buff_ally_02"	"Прими мою благодать..."
"DCG_VO_zeus_buff_ally_03"	"Видишь? Зевс милостив..."
"DCG_VO_zeus_buff_ally_04"	"Прославляй меня, если пожелаешь."
"DCG_VO_zeus_buff_ally_05"	"Можешь поблагодарить меня позже."
"DCG_VO_zeus_buff_ally_06"	"Поклоняйся мне когда захочешь. Я не против."
"DCG_VO_zeus_buff_ally_07"	"Не забудь тот день, когда тебя благословил сам Зевс..."
"DCG_VO_zeus_buff_ally_08"	"Я всегда забочусь о друзьях..."
"DCG_VO_zeus_buff_ally_09"	"Преклонись, и тебе воздастся."
"DCG_VO_zeus_buff_ally_10"	"Возьми и возрадуйся."
"DCG_VO_zeus_debuff_enemy_01"	"Бойся моей мощи."
"DCG_VO_zeus_debuff_enemy_02"	"Ты ничто перед богом."
"DCG_VO_zeus_debuff_enemy_03"	"На что ты вообще рассчитываешь?"
"DCG_VO_zeus_debuff_enemy_04"	"Я уничтожу тебя, когда сам того пожелаю."
"DCG_VO_zeus_debuff_enemy_05"	"Ты смеешь бросить вызов мне?"
"DCG_VO_zeus_debuff_enemy_06"	"Лишь глупцы бросают мне вызов."
"DCG_VO_zeus_debuff_enemy_07"	"Ты ответишь за свою дерзость!"
"DCG_VO_zeus_debuff_enemy_08"	"Ты дорого заплатишь!"
"DCG_VO_zeus_debuff_enemy_09"	"Пожалуй, я с тобой немного развлекусь..."
"DCG_VO_zeus_debuff_enemy_10"	"Твои мучения меня порадуют."
"DCG_VO_zeus_single_target_damage_01"	"Изыди!"
"DCG_VO_zeus_single_target_damage_02"	"Пф!"
"DCG_VO_zeus_single_target_damage_03"	"Ты не стоишь моих усилий."
"DCG_VO_zeus_single_target_damage_04"	"Я повелеваю молниями!"
"DCG_VO_zeus_single_target_damage_05"	"Молнии подвластны только мне..."
"DCG_VO_zeus_single_target_damage_06"	"Раз ты просишь встречи с Зевсом, так тому и быть."
"DCG_VO_zeus_single_target_damage_07"	"Мой гнев воистину ужасен."
"DCG_VO_zeus_single_target_damage_08"	"Не стоило меня сердить..."
"DCG_VO_zeus_single_target_damage_09"	"Хочешь со мной сразиться? Как пожелаешь."
"DCG_VO_zeus_single_target_damage_10"	"Какая потешная дерзость..."
"DCG_VO_zeus_multi_damage_small_01"	"Прочь, смертные..."
"DCG_VO_zeus_multi_damage_small_02"	"Расправлюсь с вами мановением руки..."
"DCG_VO_zeus_multi_damage_small_03"	"Это лишь крупица моего великолепия..."
"DCG_VO_zeus_multi_damage_small_04"	"Так это вы удумали победить Зевса?"
"DCG_VO_zeus_multi_damage_small_05"	"Какая ничтожная армия..."
"DCG_VO_zeus_multi_damage_small_06"	"Вы меня утомили..."
"DCG_VO_zeus_multi_damage_small_07"	"Прочь отсюда..."
"DCG_VO_zeus_multi_damage_small_08"	"Довольно с вами возиться..."
"DCG_VO_zeus_multi_damage_small_09"	"Вам здесь больше не рады."
"DCG_VO_zeus_multi_damage_small_10"	"Вы мне наскучили."
"DCG_VO_zeus_multi_damage_large_01"	"Я ПОКАРАЮ ВАС!"
"DCG_VO_zeus_multi_damage_large_02"	"Посмели рассердить бога?"
"DCG_VO_zeus_multi_damage_large_03"	"Божественный гнев!"
"DCG_VO_zeus_multi_damage_large_04"	"ВАС ЖДЁТ ПОГИБЕЛЬ!"
"DCG_VO_zeus_multi_damage_large_05"	"Я пойду на всё..."
"DCG_VO_zeus_multi_damage_large_06"	"Я проклинаю эти земли!"
"DCG_VO_zeus_multi_damage_large_07"	"Решили разгневать бога?"
"DCG_VO_zeus_multi_damage_large_08"	"Вы хоть знаете, кто я?"
"DCG_VO_zeus_multi_damage_large_09"	"Смертные, ваши дни сочтены!"
"DCG_VO_zeus_multi_damage_large_10"	"Ощутите ярость Зевса!"
"DCG_VO_zeus_pleased_01"	"Пожалуй, события складываются хорошо..."
"DCG_VO_zeus_pleased_02"	"Жаль, что Медуза этого не увидит..."
"DCG_VO_zeus_pleased_03"	"Пожалуй, здесь я почти закончил..."
"DCG_VO_zeus_pleased_04"	"Какой прекрасный день сегодня..."
"DCG_VO_zeus_pleased_05"	"Хорошо."
"DCG_VO_zeus_pleased_06"	"Я доволен."
"DCG_VO_zeus_pleased_07"	"Блаженствую."
"DCG_VO_zeus_pleased_08"	"Бога непросто порадовать, и всё же я улыбаюсь..."
"DCG_VO_zeus_pleased_09"	"Какое приятное развлечение..."
"DCG_VO_zeus_pleased_10"	"Удачный день."
"DCG_VO_zeus_concerned_01"	"Хм-м-м..."
"DCG_VO_zeus_concerned_02"	"Такого быть не должно..."
"DCG_VO_zeus_concerned_03"	"Что здесь творится..."
"DCG_VO_zeus_concerned_04"	"Я что... Проигрываю?"
"DCG_VO_zeus_concerned_05"	"Неужели я проиграю смертным?"
"DCG_VO_zeus_concerned_06"	"Возможно, я был немного самонадеянным..."
"DCG_VO_zeus_concerned_07"	"Хм, кажется, я недооценил соперника..."
"DCG_VO_zeus_concerned_08"	"Что ж, признаю, ты интересный соперник..."
"DCG_VO_zeus_concerned_09"	"Такого я точно не ожидал..."
"DCG_VO_zeus_concerned_10"	"Я не дам Гере повод посмеяться надо мной..."
"DCG_VO_zeus_angry_01"	"Зевс не проигрывает смертным!"
"DCG_VO_zeus_angry_02"	"Бросаешь вызов Зевсу?"
"DCG_VO_zeus_angry_03"	"Это была твоя последняя ошибка!"
"DCG_VO_zeus_angry_04"	"Последствий не миновать..."
"DCG_VO_zeus_angry_05"	"Я сожгу всё дотла!"
"DCG_VO_zeus_angry_06"	"Этот день для тебя последний."
"DCG_VO_zeus_angry_07"	"На тебя обрушится гнев отца всех богов..."
"DCG_VO_zeus_angry_08"	"Я избавлю мир от твоего существования."
"DCG_VO_zeus_angry_09"	"От тебя останется лишь горстка пепла..."
"DCG_VO_zeus_angry_10"	"Я обращу тебя в пепел."
"DCG_VO_zeus_arrogant_01"	"Пред тобой отец всех богов!"
"DCG_VO_zeus_arrogant_02"	"Нет никого могущественнее Зевса!"
"DCG_VO_zeus_arrogant_03"	"Рано тебе мериться силой с богом!"
"DCG_VO_zeus_arrogant_04"	"Ты не заслуживаешь смерти от моей руки."
"DCG_VO_zeus_arrogant_05"	"Возрадуйся, ибо пришёл день, когда Зевс убьёт тебя."
"DCG_VO_zeus_arrogant_06"	"С честью прими смерть от руки бога."
"DCG_VO_zeus_arrogant_07"	"Молись как следует, и, возможно, я пощажу твой народ."
"DCG_VO_zeus_arrogant_08"	"Ты совсем не стоишь моих усилий..."
"DCG_VO_zeus_arrogant_09"	"Неужели ты надеешься пережить эту битву?"
"DCG_VO_zeus_arrogant_10"	"Ах, этот бестолковый оптимизм смертных..."
"DCG_VO_zeus_enigmatic_01"	"Пути богов неисповедимы."
"DCG_VO_zeus_enigmatic_02"	"Я делаю что хочу и когда хочу..."
"DCG_VO_zeus_enigmatic_03"	"Человек предполагает, я — располагаю..."
"DCG_VO_zeus_enigmatic_04"	"Лишь богам известны самые сокровенные тайны..."
"DCG_VO_zeus_enigmatic_05"	"Мои знания огромны..."
"DCG_VO_zeus_enigmatic_06"	"Моя сила безгранична..."
"DCG_VO_zeus_enigmatic_07"	"Мою воля непоколебима..."
"DCG_VO_zeus_enigmatic_08"	"Смертные, развлеките меня..."
"DCG_VO_zeus_enigmatic_09"	"Зевс готов ко всему..."
"DCG_VO_zeus_enigmatic_10"	"Мир уже не станет прежним..."
"DCG_VO_zeus_death_01"	"<i>кричит</i>"
"DCG_VO_crystal_maiden_intro"	"Стражница Айсрека. Важный титул. Его обладательница должна поддерживать закон и порядок, раскрывать магические преступления вместе с Сапфировым Советом, защищать слабых от всяких напастей... Но на деле приходится чинить крестьянам заборы. Вот я и решила устроить себе небольшой отпуск. К тому же... Я больше не могла оставаться в Айсреке. Там холодно, скучно, так ещё и сестра хотела наведаться, так что мне пришлось срочно уносить оттуда ноги. "
"DCG_VO_crystal_maiden_frostbite_intro"	"В отличие от Лины, я стараюсь обойтись без лишних жертв."
"DCG_VO_crystal_maiden_at_any_cost_intro"	"О моей сестре можно сказать многое... Но если вкратце, она помешанная на поджогах истеричка."
"DCG_VO_crystal_maiden_firestorm_intro"	"Хоть мы и недолюбливаем друг друга, но на войне я бы предпочла быть на её стороне."
"DCG_VO_crystal_maiden_equip_generic_weapon_01"	"Как блестит!"
"DCG_VO_crystal_maiden_equip_generic_weapon_02"	"Мне нравится."
"DCG_VO_crystal_maiden_equip_generic_weapon_03"	"Мирный выход теперь уже не выход..."
"DCG_VO_crystal_maiden_equip_generic_weapon_04"	"То, что нужно."
"DCG_VO_crystal_maiden_equip_generic_weapon_05"	"Готов к бою."
"DCG_VO_crystal_maiden_equip_generic_armor_01"	"Здорово! Обожаю не умирать."
"DCG_VO_crystal_maiden_equip_generic_armor_02"	"Защита никогда не помешает."
"DCG_VO_crystal_maiden_equip_generic_armor_03"	"Люблю, когда дают пожить подольше."
"DCG_VO_crystal_maiden_equip_generic_armor_04"	"Сойдёт."
"DCG_VO_crystal_maiden_equip_generic_armor_05"	"Мне стало спокойней."
"DCG_VO_crystal_maiden_equip_generic_accessory_01"	"Лине бы такое точно не подошло... Шикарно!"
"DCG_VO_crystal_maiden_equip_generic_accessory_02"	"А мне идёт..."
"DCG_VO_crystal_maiden_equip_generic_accessory_03"	"Я этим воспользуюсь."
"DCG_VO_crystal_maiden_equip_generic_accessory_04"	"Как раз то, что я искала."
"DCG_VO_crystal_maiden_equip_generic_accessory_05"	"Идеально!"
"DCG_VO_crystal_maiden_kill_rival_01"	"Тебе конец."
"DCG_VO_crystal_maiden_kill_rival_02"	"Для тебя это плохо кончится."
"DCG_VO_crystal_maiden_kill_rival_03"	"А ну сдавайся!"
"DCG_VO_crystal_maiden_kill_rival_04"	"Ты не уйдёшь!"
"DCG_VO_crystal_maiden_kill_rival_05"	"Я с тобой разделаюсь!"
"DCG_VO_crystal_maiden_kill_rival_06"	"В этом бою победа за мной!"
"DCG_VO_crystal_maiden_kill_rival_07"	"Ты больше никому не навредишь!"
"DCG_VO_crystal_maiden_kill_rival_08"	"Я остановлю тебя!"
"DCG_VO_crystal_maiden_kill_rival_09"	"Ой, наконец-то я кого-нибудь убью!"
"DCG_VO_crystal_maiden_kill_rival_10"	"Если нужно держать оборону, я готова."
"DCG_VO_crystal_maiden_use_include_01"	"Ну уж нет!"
"DCG_VO_crystal_maiden_use_include_02"	"Ты никому не навредишь!"
"DCG_VO_crystal_maiden_use_include_03"	"Не так быстро!"
"DCG_VO_crystal_maiden_unique_01"	"Магия за мой счёт."
"DCG_VO_crystal_maiden_unique_02"	"Я заберу вас с собой!"
"DCG_VO_crystal_maiden_unique_03"	"С меня хватит!"
"DCG_VO_crystal_maiden_unique_04"	"Не бойся, тебе ничего не грозит."
