"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"W wielu sprawach nie zgadzam się z Pierpontem, ale był dość mądry, by przewidzieć konsekwencje drażnienia Bezlicej Pustki. Nie jestem wielką zwolenniczką układu z Claszureme, chronomancja była bardzo zabawna. Ale wiesz, co jest równie zabawne? Uchronienie swojej osi czasu od unicestwienia."
"DCG_VO_zeus_unique_16"	"Pancerz cię nie uratuje, Kacie."
"DCG_VO_zeus_unique_17"	"Sprowadziłaś niezłą hordę, Sorla... ale to za mało."
"DCG_VO_zeus_unique_18"	"Pancerz cię nie uratuje, Tresdin."
"DCG_VO_zeus_unique_19"	"Brązowy Legion upadnie!"
"DCG_VO_zeus_unique_20"	"Spójrzcie tylko na siebie... we dwie chcecie walczyć z bogiem. Przeurocze."
"DCG_VO_zeus_healed_01"	"Aaach."
"DCG_VO_zeus_healed_02"	"Doceniam to."
"DCG_VO_zeus_healed_03"	"Dziękuję."
"DCG_VO_zeus_healed_04"	"Mądra decyzja."
"DCG_VO_zeus_healed_05"	"Czuję się lepiej."
"DCG_VO_zeus_taunt_generic_01"	"Koniec jest już blisko!"
"DCG_VO_zeus_taunt_generic_02"	"To jest nasza chwila!"
"DCG_VO_zeus_taunt_generic_03"	"Rozgromić wrogów!"
"DCG_VO_zeus_taunt_generic_04"	"Przynieście chwałę bogom!"
"DCG_VO_zeus_taunt_generic_05"	"Sponiewieramy ich!"
"DCG_VO_zeus_taunt_generic_06"	"Zniszczyć Starożytnego!"
"DCG_VO_zeus_taunt_generic_07"	"Obraziliście bogów, więc teraz za to płacicie."
"DCG_VO_zeus_taunt_generic_08"	"Wkrótce będzie po wszystkim."
"DCG_VO_zeus_taunt_generic_09"	"Rzucenie wyzwania Zeusowi było waszą ostatnią pomyłką w życiu."
"DCG_VO_zeus_taunt_generic_10"	"Nasze zwycięstwo jest już pewne."
"DCG_VO_zeus_potential_kill_01"	"Nie uciekniecie przede mną!"
"DCG_VO_zeus_potential_kill_02"	"Nie można się ukryć przed Zeusem."
"DCG_VO_zeus_potential_kill_03"	"Nikt nie będzie sprzeciwiał się mej woli."
"DCG_VO_zeus_potential_kill_04"	"Giń, śmiertelniku."
"DCG_VO_zeus_potential_kill_05"	"Marzyło ci się, by bóg pochylił się nad tobą, no to się pochyliłem..."
"DCG_VO_zeus_potential_save_01"	"Sądzisz, że możesz wygrać?"
"DCG_VO_zeus_potential_save_02"	"To nie będzie takie łatwe..."
"DCG_VO_zeus_potential_save_03"	"Musisz się bardziej postarać."
"DCG_VO_zeus_potential_save_04"	"Wydawało ci się, że nie żyję?"
"DCG_VO_zeus_potential_save_05"	"Nie, nie, nie, nie..."
"DCG_VO_zeus_permanent_armor_01"	"Dobrze."
"DCG_VO_zeus_permanent_armor_02"	"Męczy mnie słabość śmiertelników."
"DCG_VO_zeus_permanent_armor_03"	"Koniec gierek."
"DCG_VO_zeus_permanent_armor_04"	"Teraz spróbuj mnie zabić, śmiertelniku."
"DCG_VO_zeus_permanent_armor_05"	"Moje ciało jest z żelaza, a wolę swą obwieszczam gromem."
"DCG_VO_zeus_permanent_attack_01"	"Robię się coraz silniejszy..."
"DCG_VO_zeus_permanent_attack_02"	"Pokażę im, co znaczy potęga Zeusa."
"DCG_VO_zeus_permanent_attack_03"	"Jestem coraz silniejszy..."
"DCG_VO_zeus_permanent_attack_04"	"Czuję, jak wzbiera we mnie błyskawica."
"DCG_VO_zeus_permanent_attack_05"	"Odczują moją potęgę."
"DCG_VO_zeus_permanent_health_01"	"Nie porzucę tej walki."
"DCG_VO_zeus_permanent_health_02"	"Muszę wzmocnić swoją determinację."
"DCG_VO_zeus_permanent_health_03"	"Nie porzucę walki, dopóki ta bitwa nie będzie wygrana."
"DCG_VO_zeus_permanent_health_04"	"Zbiera się na burzę."
"DCG_VO_zeus_permanent_health_05"	"Jestem gotów do walki."
"DCG_VO_zeus_cast_spell_01"	"Podziwiajcie mą potęgę, śmiertelni!"
"DCG_VO_zeus_cast_spell_02"	"TAK!"
"DCG_VO_zeus_cast_spell_03"	"Moja potęga jest absolutna!"
"DCG_VO_zeus_cast_spell_04"	"Potęga bogów jest niezaprzeczalna."
"DCG_VO_zeus_cast_spell_05"	"Nikt mi nie dorówna!"
"DCG_VO_zeus_cast_spell_06"	"Władam w niebiosach!"
"DCG_VO_zeus_cast_spell_07"	"Nie ma rzeczy, której nie mogę zrobić..."
"DCG_VO_zeus_cast_spell_08"	"Wybaczam wasze onieśmielenie, śmiertelnicy..."
"DCG_VO_zeus_cast_spell_09"	"Obserwujcie, jak robi to bóg..."
"DCG_VO_zeus_cast_spell_10"	"Zabawa skończona."
"DCG_VO_zeus_death_01"	"<i>screams</i>"
"DCG_VO_zeus_buff_ally_01"	"Jestem łaskawym bogiem."
"DCG_VO_zeus_buff_ally_02"	"Podzielę się w swojej szczodrobliwości..."
"DCG_VO_zeus_buff_ally_03"	"Widzisz? Zeus jest kochającym bogiem."
"DCG_VO_zeus_buff_ally_04"	"Możesz mnie wyznawać, jeśli chcesz."
"DCG_VO_zeus_buff_ally_05"	"Później okażesz mi swoją wdzięczność."
"DCG_VO_zeus_buff_ally_06"	"Możesz zacząć się do mnie modlić w każdej chwili, nie krępuj się."
"DCG_VO_zeus_buff_ally_07"	"Zapamiętaj dzień, w którym pobłogosławił cię Zeus..."
"DCG_VO_zeus_buff_ally_08"	"Zawsze dbam o przyjaciół..."
"DCG_VO_zeus_buff_ally_09"	"Otaczanie mnie czcią wiąże się z korzyściami..."
"DCG_VO_zeus_buff_ally_10"	"Bierz i raduj się."
"DCG_VO_zeus_debuff_enemy_01"	"Na kolana przed moją potęgą."
"DCG_VO_zeus_debuff_enemy_02"	"Jesteś niczym w porównaniu z bogiem."
"DCG_VO_zeus_debuff_enemy_03"	"Jakie masz szanse w walce ze mną?"
"DCG_VO_zeus_debuff_enemy_04"	"Mogę cię zniszczyć, kiedy mi się spodoba."
"DCG_VO_zeus_debuff_enemy_05"	"Ośmielasz się mi sprzeciwiać?"
"DCG_VO_zeus_debuff_enemy_06"	"Sprzeciw wobec mnie to głupota."
"DCG_VO_zeus_debuff_enemy_07"	"Zapłacisz za swoją butę."
"DCG_VO_zeus_debuff_enemy_08"	"Słono za to zapłacisz."
"DCG_VO_zeus_debuff_enemy_09"	"Mam zamiar się tobą zabawić..."
"DCG_VO_zeus_debuff_enemy_10"	"Lubię patrzeć, jak się skręcacie z bólu."
"DCG_VO_zeus_single_target_damage_01"	"Przepadnij!"
"DCG_VO_zeus_single_target_damage_02"	"Bu!"
"DCG_VO_zeus_single_target_damage_03"	"Szkoda na ciebie zachodu."
"DCG_VO_zeus_single_target_damage_04"	"Władam piorunem!"
"DCG_VO_zeus_single_target_damage_05"	"Piorun słucha tylko mnie..."
"DCG_VO_zeus_single_target_damage_06"	"Twoje prośby o spotkanie z Zeusem zostały wysłuchane."
"DCG_VO_zeus_single_target_damage_07"	"Moja furia jest niepohamowana."
"DCG_VO_zeus_single_target_damage_08"	"Nie trzeba było mnie wkurzać..."
"DCG_VO_zeus_single_target_damage_09"	"Chcesz ze mną walczyć? Bardzo dobrze."
"DCG_VO_zeus_single_target_damage_10"	"Twoja arogancja jest zabawna..."
"DCG_VO_zeus_multi_damage_small_01"	"Precz, śmiertelnicy..."
"DCG_VO_zeus_multi_damage_small_02"	"Odprawię was skinieniem dłoni..."
"DCG_VO_zeus_multi_damage_small_03"	"To dopiero przedsmak mojej wielkości..."
"DCG_VO_zeus_multi_damage_small_04"	"To wszystko co macie, by powstrzymać Zeusa?"
"DCG_VO_zeus_multi_damage_small_05"	"Ta armia to dla mnie fraszka..."
"DCG_VO_zeus_multi_damage_small_06"	"Męczycie mnie..."
"DCG_VO_zeus_multi_damage_small_07"	"Idźcie precz..."
"DCG_VO_zeus_multi_damage_small_08"	"Mam tego dosyć..."
"DCG_VO_zeus_multi_damage_small_09"	"Nadużyliście gościnności."
"DCG_VO_zeus_multi_damage_small_10"	"Przestaliście być zabawni."
"DCG_VO_zeus_multi_damage_large_01"	"ROZGROMIĘ WAS!"
"DCG_VO_zeus_multi_damage_large_02"	"Śmiecie wzbudzać gniew boga?!"
"DCG_VO_zeus_multi_damage_large_03"	"Mój gniew jest boski!"
"DCG_VO_zeus_multi_damage_large_04"	"WSZYSCY ZGINIECIE!"
"DCG_VO_zeus_multi_damage_large_05"	"Zapłacę każdą cenę..."
"DCG_VO_zeus_multi_damage_large_06"	"Ześlę plagę na te ziemie!"
"DCG_VO_zeus_multi_damage_large_07"	"Drażnicie się z bogiem?!"
"DCG_VO_zeus_multi_damage_large_08"	"Wiecie, kim jestem?"
"DCG_VO_zeus_multi_damage_large_09"	"Śmiertelnicy, wasze dni są policzone!"
"DCG_VO_zeus_multi_damage_large_10"	"Poznajcie gniew Zeusa!"
"DCG_VO_zeus_pleased_01"	"Powiedziałbym, wszystko idzie całkiem dobrze..."
"DCG_VO_zeus_pleased_02"	"Gdyby tylko Meduza mogła to zobaczyć..."
"DCG_VO_zeus_pleased_03"	"Właściwie już kończę to, co miałem tu zrobić..."
"DCG_VO_zeus_pleased_04"	"To był satysfakcjonujący dzień..."
"DCG_VO_zeus_pleased_05"	"Jest dobrze."
"DCG_VO_zeus_pleased_06"	"Jestem zadowolony."
"DCG_VO_zeus_pleased_07"	"Jest całkiem przyjemnie."
"DCG_VO_zeus_pleased_08"	"Nie łatwo rozśmieszyć boga, a oto jednak się uśmiecham..."
"DCG_VO_zeus_pleased_09"	"To była miła odmiana..."
"DCG_VO_zeus_pleased_10"	"Piękny dzień."
"DCG_VO_zeus_concerned_01"	"Hmmm..."
"DCG_VO_zeus_concerned_02"	"To nie miało się zdarzyć."
"DCG_VO_zeus_concerned_03"	"Co tu się dzieje..."
"DCG_VO_zeus_concerned_04"	"Ja... ja przegrywam?"
"DCG_VO_zeus_concerned_05"	"Jak mogę przegrywać ze śmiertelnikami?"
"DCG_VO_zeus_concerned_06"	"Być może byłem trochę zbyt pewny siebie..."
"DCG_VO_zeus_concerned_07"	"Hmm, chyba was nie doceniłem..."
"DCG_VO_zeus_concerned_08"	"Z pewnością przykładacie się do walki, prawda..."
"DCG_VO_zeus_concerned_09"	"Nie tego się spodziewałem..."
"DCG_VO_zeus_concerned_10"	"Nie pozwolę, by Hera znów miała satysfakcję..."
"DCG_VO_zeus_angry_01"	"Zeus nie przegrywa ze śmiertelnikami!"
"DCG_VO_zeus_angry_02"	"Próbujesz rywalizować z Zeusem?"
"DCG_VO_zeus_angry_03"	"To była twoja ostatnia pomyłka!"
"DCG_VO_zeus_angry_04"	"Czekają cię reperkusje..."
"DCG_VO_zeus_angry_05"	"Spalę tę ziemię!"
"DCG_VO_zeus_angry_06"	"Ten dzień jest twoim ostatnim."
"DCG_VO_zeus_angry_07"	"Udało ci się rozgniewać króla bogów..."
"DCG_VO_zeus_angry_08"	"Uwolnię świat od twojej obecności."
"DCG_VO_zeus_angry_09"	"Pozostaną po tobie tylko dymiące szczątki..."
"DCG_VO_zeus_angry_10"	"Twoje ciało obróci się w proch."
"DCG_VO_zeus_arrogant_01"	"Stoisz przed królem bogów!"
"DCG_VO_zeus_arrogant_02"	"Nikt nie jest potężniejszy od Zeusa!"
"DCG_VO_zeus_arrogant_03"	"Na spotkanie z bogiem trzeba się przygotować!"
"DCG_VO_zeus_arrogant_04"	"Nie każdy jest godzien umrzeć z mojej ręki."
"DCG_VO_zeus_arrogant_05"	"Raduj się. Bo właśnie dzisiaj zginiesz z ręki Zeusa."
"DCG_VO_zeus_arrogant_06"	"Zostać obitym przeze mnie osobiście to zaszczyt."
"DCG_VO_zeus_arrogant_07"	"Jeśli należycie się ukorzysz, być może oszczędzę chociaż twoją ojczyznę."
"DCG_VO_zeus_arrogant_08"	"Szkoda na ciebie fatygi..."
"DCG_VO_zeus_arrogant_09"	"Robisz sobie nadzieje, że przetrwasz tę bitwę?"
"DCG_VO_zeus_arrogant_10"	"Och, ten naiwny optymizm śmiertelników..."
"DCG_VO_zeus_enigmatic_01"	"Kto zrozumie boską wolę?"
"DCG_VO_zeus_enigmatic_02"	"Robię to, co chcę i kiedy chcę..."
"DCG_VO_zeus_enigmatic_03"	"W boskości drzemie wielka moc..."
"DCG_VO_zeus_enigmatic_04"	"Pewne tajemnice może pojąć tylko bóg..."
"DCG_VO_zeus_enigmatic_05"	"Moja wiedza jest bezmierna..."
"DCG_VO_zeus_enigmatic_06"	"Moja potęga jest nieskończona..."
"DCG_VO_zeus_enigmatic_07"	"Moja wola jest niezłomna..."
"DCG_VO_zeus_enigmatic_08"	"Rozbawcie mnie, śmiertelnicy..."
"DCG_VO_zeus_enigmatic_09"	"Zeus zawsze jest przygotowany..."
"DCG_VO_zeus_enigmatic_10"	"Nic już nie będzie takie, jak było..."
"DCG_VO_zeus_death_01"	"<i>krzyczy</i>"
"DCG_VO_crystal_maiden_intro"	"„Strażniczka Lodowej Ruiny”. Efektowny tytuł. W teorii oznacza, że jestem odpowiedzialna za egzekwowanie prawa i pilnowanie porządku, osądzanie magicznych przestępstw we współpracy z Szafirowym Konklawe i obronę słabszych przed różnymi paskudnymi rzeczami. W praktyce pomagam chłopom naprawiać płoty. Więc postanowiłam zrobić sobie dłuższy płatny urlop. Poza tym... nie mogłam zostać w Lodowej Ruinie. Jest zimna. I nudna. I podobno siostra zamierzała mnie tam odwiedzić, więc po prostu musiałam się stamtąd wynieść. "
"DCG_VO_crystal_maiden_frostbite_intro"	"W przeciwieństwie do Liny lubię szukać rozwiązań, które nie wymagają zabijania wszystkich dookoła."
"DCG_VO_crystal_maiden_at_any_cost_intro"	"Wiele można powiedzieć na temat mojej siostry. Ale w sumie wszystko sprowadza się do tego, że jest rozszalałym miotaczem ognia."
"DCG_VO_crystal_maiden_firestorm_intro"	"Chociaż nie darzymy się szczególną sympatią, w ostatecznym rozrachunku, idąc na wojnę, wolałabym mieć ją po swojej stronie."
"DCG_VO_crystal_maiden_equip_generic_weapon_01"	"Błyszczy!"
"DCG_VO_crystal_maiden_equip_generic_weapon_02"	"Podoba mi się."
"DCG_VO_crystal_maiden_equip_generic_weapon_03"	"To tyle w kwestii pokojowych rozwiązań."
"DCG_VO_crystal_maiden_equip_generic_weapon_04"	"Potrzebowałam tego."
"DCG_VO_crystal_maiden_equip_generic_weapon_05"	"Gotowa do walki."
"DCG_VO_crystal_maiden_equip_generic_armor_01"	"Świetnie! Podoba mi się, gdy nie umieram."
"DCG_VO_crystal_maiden_equip_generic_armor_02"	"Lepiej dmuchać na zimne."
"DCG_VO_crystal_maiden_equip_generic_armor_03"	"Wielkie dzięki, chciałam się tu rozejrzeć."
"DCG_VO_crystal_maiden_equip_generic_armor_04"	"Przyda się."
"DCG_VO_crystal_maiden_equip_generic_armor_05"	"Już się czuję bezpieczniej."
"DCG_VO_crystal_maiden_equip_generic_accessory_01"	"Lina wyglądałaby w tym okropnie... to jest przepiękne."
"DCG_VO_crystal_maiden_equip_generic_accessory_02"	"Świetnie na mnie leży."
"DCG_VO_crystal_maiden_equip_generic_accessory_03"	"Zrobię z tego użytek."
"DCG_VO_crystal_maiden_equip_generic_accessory_04"	"Właśnie tego potrzebowałam."
"DCG_VO_crystal_maiden_equip_generic_accessory_05"	"Idealnie!"
"DCG_VO_crystal_maiden_kill_rival_01"	"Przegrywasz."
"DCG_VO_crystal_maiden_kill_rival_02"	"To się dla ciebie dobrze nie skończy."
"DCG_VO_crystal_maiden_kill_rival_03"	"Po prostu się poddaj!"
"DCG_VO_crystal_maiden_kill_rival_04"	"Nie ujdziesz stąd!"
"DCG_VO_crystal_maiden_kill_rival_05"	"Już po tobie!"
"DCG_VO_crystal_maiden_kill_rival_06"	"Ja wygram tę walkę!"
"DCG_VO_crystal_maiden_kill_rival_07"	"Nigdy już nikogo nie skrzywdzisz!"
"DCG_VO_crystal_maiden_kill_rival_08"	"Powstrzymam cię!"
"DCG_VO_crystal_maiden_kill_rival_09"	"O boże, właśnie mam kogoś zabić!"
"DCG_VO_crystal_maiden_kill_rival_10"	"Jeśli trzeba, utrzymam szereg."
"DCG_VO_crystal_maiden_use_include_01"	"Nie sądzę!"
"DCG_VO_crystal_maiden_use_include_02"	"Nie skrzywdzisz już nikogo!"
"DCG_VO_crystal_maiden_use_include_03"	"Nie tak szybko!"
"DCG_VO_crystal_maiden_unique_01"	"Ten czar ja stawiam."
"DCG_VO_crystal_maiden_unique_02"	"Zabieram was ze sobą!"
"DCG_VO_crystal_maiden_unique_03"	"Skończę z tym teraz!"
"DCG_VO_crystal_maiden_unique_04"	"Nie martw się, prawie nic nie poczujesz."
"DCG_VO_crystal_maiden_unique_06"	"Cóż, to było nieuniknione, prawda?"
"DCG_VO_crystal_maiden_unique_07"	"Słuchaj, ja to rozumiem – mnie też rodzina nienawidzi."
"DCG_VO_crystal_maiden_unique_08"	"Lina nie musiała się tu fatygować, bo i bez tego potrafi mi nabruździć."
"DCG_VO_crystal_maiden_unique_09"	"Zapraszam!"
"DCG_VO_crystal_maiden_unique_10"	"Możemy to wygrać!"
"DCG_VO_crystal_maiden_unique_11"	"Nie możemy się poddać!"
"DCG_VO_crystal_maiden_unique_12"	"To jeszcze nie koniec!"
"DCG_VO_crystal_maiden_unique_13"	"Skończmy to!"
"DCG_VO_crystal_maiden_unique_14"	"Nie dzisiaj, Kacie."
"DCG_VO_crystal_maiden_unique_15"	"To wspaniale, że wy dwie się dogadujecie."
"DCG_VO_crystal_maiden_unique_16"	"Wezwę wsparcie!"
"DCG_VO_crystal_maiden_unique_17"	"Sprowadzę wsparcie!"
"DCG_VO_crystal_maiden_unique_18"	"No tak, jest źle."
"DCG_VO_crystal_maiden_unique_19"	"Powinnam szybko coś wymyślić."
"DCG_VO_crystal_maiden_unique_20"	"Nie wygląda to zbyt dobrze."
"DCG_VO_crystal_maiden_healed_01"	"Aaach."
"DCG_VO_crystal_maiden_healed_02"	"Dzięki!"
"DCG_VO_crystal_maiden_healed_03"	"Doceniam to!"
"DCG_VO_crystal_maiden_healed_04"	"Potrzebowałam tego."
"DCG_VO_crystal_maiden_healed_05"	"Czuję się lepiej."
"DCG_VO_crystal_maiden_taunt_generic_01"	"Nadszedł nasz czas!"
"DCG_VO_crystal_maiden_taunt_generic_02"	"Wygrajmy to!"
"DCG_VO_crystal_maiden_taunt_generic_03"	"Czas ich pokonać!"
"DCG_VO_crystal_maiden_taunt_generic_04"	"Zróbmy to!"
"DCG_VO_crystal_maiden_taunt_generic_05"	"Nie pozwolę wam wygrać!"
"DCG_VO_crystal_maiden_taunt_generic_06"	"Jestem Kryształową Panną z Lodowej Ruiny!"
"DCG_VO_crystal_maiden_taunt_generic_07"	"Nigdy nie wygracie!"
"DCG_VO_crystal_maiden_taunt_generic_08"	"Nigdy się nie poddamy!"
"DCG_VO_crystal_maiden_taunt_generic_09"	"Będziemy walczyć do końca!"
"DCG_VO_crystal_maiden_taunt_generic_10"	"To nie wasza liga."
"DCG_VO_crystal_maiden_potential_kill_01"	"Mam cię teraz."
"DCG_VO_crystal_maiden_potential_kill_02"	"Och, dopiero się rozgrzewałam."
"DCG_VO_crystal_maiden_potential_kill_03"	"Nie uciekniesz tak łatwo."
"DCG_VO_crystal_maiden_potential_kill_04"	"Uważasz, że nie dam rady cię pokonać?"
"DCG_VO_crystal_maiden_potential_kill_05"	"Założę się, że cię zaskoczyłam."
"DCG_VO_crystal_maiden_potential_save_01"	"Wybacz skarbie, ale wolę nie umierać."
"DCG_VO_crystal_maiden_potential_save_02"	"Taaaak, niezupełnie."
"DCG_VO_crystal_maiden_potential_save_03"	"Dzisiaj nie umrę."
"DCG_VO_crystal_maiden_potential_save_04"	"Huuu, mało brakowało..."
"DCG_VO_crystal_maiden_potential_save_05"	"A już ci się zdawało, że mnie masz, co?"
"DCG_VO_crystal_maiden_permanent_armor_01"	"Czas się uodpornić."
"DCG_VO_crystal_maiden_permanent_armor_02"	"Wolę nie zostać zadźgana."
"DCG_VO_crystal_maiden_permanent_armor_03"	"Muszę się uodpornić."
"DCG_VO_crystal_maiden_permanent_armor_04"	"Muszę zadbać o swoją ochronę."
"DCG_VO_crystal_maiden_permanent_armor_05"	"Czuję się bezpieczniej."
"DCG_VO_crystal_maiden_permanent_attack_01"	"Muszę być odporniejsza."
"DCG_VO_crystal_maiden_permanent_attack_02"	"Teraz moje ciosy będą mocniejsze."
"DCG_VO_crystal_maiden_permanent_attack_03"	"Teraz czuję się silniejsza."
"DCG_VO_crystal_maiden_permanent_attack_04"	"W porządku..."
"DCG_VO_crystal_maiden_permanent_attack_05"	"Niech teraz spróbują ze mną pogrywać."
"DCG_VO_crystal_maiden_permanent_health_01"	"Czuję się zdrowsza."
"DCG_VO_crystal_maiden_permanent_health_02"	"Im dłużej tu jestem, tym lepiej się czuję."
"DCG_VO_crystal_maiden_permanent_health_03"	"Podoba mi się, gdy nie umieram."
"DCG_VO_crystal_maiden_permanent_health_04"	"Korzyści zdrowego stylu życia..."
"DCG_VO_crystal_maiden_permanent_health_05"	"Optymizm nie jest ślepy, jeśli jest uzasadniony."
"DCG_VO_crystal_maiden_cast_spell_01"	"Pokażę ci, co potrafię zrobić."
"DCG_VO_crystal_maiden_cast_spell_02"	"Mam w rękawie kilka sztuczek."
"DCG_VO_crystal_maiden_cast_spell_03"	"Czas zrobić to, co umiem najlepiej."
"DCG_VO_crystal_maiden_cast_spell_04"	"Pokażę ci, co potrafię."
"DCG_VO_crystal_maiden_cast_spell_05"	"Jesteś poniżej mojego poziomu."
"DCG_VO_crystal_maiden_cast_spell_06"	"Na to cię nie przygotowano."
"DCG_VO_crystal_maiden_cast_spell_07"	"Tylko patrz."
"DCG_VO_crystal_maiden_cast_spell_08"	"Sądzisz, że nas pokonasz?"
"DCG_VO_crystal_maiden_cast_spell_09"	"Wiem, skąd można wziąć tego więcej."
"DCG_VO_crystal_maiden_cast_spell_10"	"Ha!"
"DCG_VO_crystal_maiden_death_01"	"<i>krzyczy</i>"
"DCG_VO_skywrath_mage_intro"	"Rozumiem położenie Rixa. Niełatwo jest wykonywać rozkazy przywódcy, którym gardzisz. Ale ja nie mogę pozwolić sobie na luksus wzniecenia rebelii... Stawka jest zbyt wysoka, muszę więc uzbroić się w cierpliwość... I czekać z nadzieją, że kiedyś odzyskam mą ukochaną."
"DCG_VO_skywrath_mage_mystic_flare"	"Poświęciłem życie na zgłębianie sztuk tajemnych... A gdy bez pamięci zatopiłem się w księgach, mą ukochaną zdradzono i przegnano z Upiornego Gniazda. Wówczas nie byłem w stanie przyjść jej z pomocą... Ale teraz mam wreszcie moc potrzebną, by ją ocalić."
"DCG_VO_skywrath_mage_strafing_run"	"Podniebne szybowanie to nie tylko wyzwalające doświadczenie, to również skuteczny sposób pozbywania się wrogów."
"DCG_VO_skywrath_mage_use_ability_01"	"Bal'lash!"
"DCG_VO_skywrath_mage_use_ability_02"	"Osłabię naszych wrogów..."
"DCG_VO_skywrath_mage_use_ability_03"	"Teraz jest właściwy czas, by uderzyć!"
"DCG_VO_skywrath_mage_use_ability_04"	"Wasza śmierć jest nieunikniona..."
"DCG_VO_skywrath_mage_use_ability_05"	"Nikt nie jest w stanie oprzeć się mojej woli..."
"DCG_VO_skywrath_mage_equip_generic_weapon_01"	"Trenowałem wszystkie rodzaje sztuk walki..."
"DCG_VO_skywrath_mage_equip_generic_weapon_02"	"Spełnię swój obowiązek."
"DCG_VO_skywrath_mage_equip_generic_weapon_03"	"Służę Tronowi Cierni."
"DCG_VO_skywrath_mage_equip_generic_weapon_04"	"Zmiażdżę naszych wrogów..."
"DCG_VO_skywrath_mage_equip_generic_weapon_05"	"Nasi wrogowie poniosą klęskę."
"DCG_VO_skywrath_mage_equip_generic_armor_01"	"Muszę dbać o bezpieczeństwo."
"DCG_VO_skywrath_mage_equip_generic_armor_02"	"Będę przygotowany, gdy ruszę do walki."
"DCG_VO_skywrath_mage_equip_generic_armor_03"	"Muszę być przygotowany na każdą sytuację."
"DCG_VO_skywrath_mage_equip_generic_armor_04"	"Mądry wybór."
"DCG_VO_skywrath_mage_equip_generic_armor_05"	"Bardzo rozsądnie."
"DCG_VO_skywrath_mage_equip_generic_accessory_01"	"Zrobię z tego dobry użytek..."
"DCG_VO_skywrath_mage_equip_generic_accessory_02"	"Palce mnie świerzbią, by tego użyć."
"DCG_VO_skywrath_mage_equip_generic_accessory_03"	"Właśnie tego potrzebowałem."
"DCG_VO_skywrath_mage_equip_generic_accessory_04"	"To się nada."
"DCG_VO_skywrath_mage_equip_generic_accessory_05"	"To się przyda."
"DCG_VO_skywrath_mage_kill_rival_01"	"Nie dorównujesz mi!"
"DCG_VO_skywrath_mage_kill_rival_02"	"Twoje szanse były zerowe!"
"DCG_VO_skywrath_mage_kill_rival_03"	"Roiło ci się, że mnie pokonasz?"
"DCG_VO_skywrath_mage_kill_rival_04"	"Nie pozostawiasz mi wyboru!"
"DCG_VO_skywrath_mage_kill_rival_05"	"Nie będę miał dla ciebie litości!"
"DCG_VO_skywrath_mage_kill_rival_06"	"Dzielnie stajesz do walki, ale to za mało..."
"DCG_VO_skywrath_mage_kill_rival_07"	"Nie sprostasz przecież mocy maga z Upiornego Gniazda."
"DCG_VO_skywrath_mage_kill_rival_08"	"Dla godnych przeciwników, takich jak ty, mam dar miłosierdzia."
"DCG_VO_skywrath_mage_kill_rival_09"	"Moja królowa kazałaby ci cierpieć, lecz ja nie gustuję w torturach..."
