"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_magnus_healed_04"	"Estoy listo para luchar."
"DCG_VO_magnus_healed_05"	"Se acabó el descanso."
"DCG_VO_magnus_taunt_generic_01"	"¡Aplastaremos a nuestros enemigos!"
"DCG_VO_magnus_taunt_generic_02"	"¡Acabaremos con ustedes!"
"DCG_VO_magnus_taunt_generic_03"	"¡Juntos resistiremos!"
"DCG_VO_magnus_taunt_generic_04"	"The thunder you hear is my hooves!"
"DCG_VO_magnus_taunt_generic_05"	"¡Ataquen!"
"DCG_VO_magnus_taunt_generic_06"	"¡Aplástenlos!"
"DCG_VO_magnus_taunt_generic_07"	"¡Haremos que huyan!"
"DCG_VO_magnus_taunt_generic_08"	"¡La gloria será nuestra!"
"DCG_VO_magnus_taunt_generic_09"	"¡Ataquen ahora!"
"DCG_VO_magnus_taunt_generic_10"	"¡Los conduciré a la victoria!"
"DCG_VO_magnus_potential_kill_01"	"No me negarán la victoria."
"DCG_VO_magnus_potential_kill_02"	"No puedes esconderte de mí."
"DCG_VO_magnus_potential_kill_03"	"Tienes los días contados."
"DCG_VO_magnus_potential_kill_04"	"No estás a mi altura."
"DCG_VO_magnus_potential_kill_05"	"¿Crees que estás a mi altura?"
"DCG_VO_magnus_potential_save_01"	"No soy presa fácil."
"DCG_VO_magnus_potential_save_02"	"No puedes matarme."
"DCG_VO_magnus_potential_save_03"	"¿Pensabas que podías matarme?"
"DCG_VO_magnus_potential_save_04"	"Sobreviviré."
"DCG_VO_magnus_potential_save_05"	"¡Ja!"
"DCG_VO_magnus_permanent_armor_01"	"Ahora soy más fuerte."
"DCG_VO_magnus_permanent_armor_02"	"Mi piel es tan firme como mi voluntad."
"DCG_VO_magnus_permanent_armor_03"	"El cuerno me protege."
"DCG_VO_magnus_permanent_armor_04"	"Mi voluntad es inquebrantable."
"DCG_VO_magnus_permanent_armor_05"	"Siento el poder de mis semejantes."
"DCG_VO_magnus_permanent_attack_01"	"Ahora soy más fuerte..."
"DCG_VO_magnus_permanent_attack_02"	"Nadie osaría oponerse a mí."
"DCG_VO_magnus_permanent_attack_03"	"Quiero un rival digno."
"DCG_VO_magnus_permanent_attack_04"	"Aplastaré a mis rivales."
"DCG_VO_magnus_permanent_attack_05"	"Haré polvo a nuestros enemigos."
"DCG_VO_magnus_permanent_health_01"	"El viaje es largo... Debo estar preparado."
"DCG_VO_magnus_permanent_health_02"	"Sobreviviré y vengaré a mis semejantes."
"DCG_VO_magnus_permanent_health_03"	"Nadie podrá arrebatarme el cuerno."
"DCG_VO_magnus_permanent_health_04"	"No seré presa fácil."
"DCG_VO_magnus_permanent_health_05"	"Debo sobrevivir."
"DCG_VO_magnus_cast_spell_01"	"¡Siente el poder de mi pueblo!"
"DCG_VO_magnus_cast_spell_02"	"¡La magia de mi pueblo es poderosa!"
"DCG_VO_magnus_cast_spell_03"	"Nos protegeré."
"DCG_VO_magnus_cast_spell_04"	"Nadie nos hará daño."
"DCG_VO_magnus_cast_spell_05"	"¡Ja, ja!"
"DCG_VO_magnus_cast_spell_06"	"Intenta mantener el ritmo."
"DCG_VO_magnus_cast_spell_07"	"Nadie está a mi altura."
"DCG_VO_magnus_cast_spell_08"	"Podemos cambiar el curso del combate."
"DCG_VO_magnus_cast_spell_09"	"No pierdan la esperanza."
"DCG_VO_magnus_cast_spell_10"	"Esto todavía no acaba."
"DCG_VO_magnus_death_01"	"<i>gritos</i>"
"DCG_VO_zeus_intro"	"I care little for the affairs of mortals. I have no stake in the war between Red Mist and the Bronze Legion. The plight of the Vhoul does little to stir my blood. What I DO care about however, is that charlatan Storm Spirit claiming my lighting as his own... and so I travel to Roseleaf; to prove that there is no god of lighting above me."
"DCG_VO_zeus_thundergods_wrath_intro"	"Verme desatar toda mi furia es algo tan hermoso como terrible."
"DCG_VO_zeus_lightning_strike_intro"	"Puedes dar gracias por que solo me has molestado, mortal, si me hubieras ofendido habría pasado algo más... interesante."
"DCG_VO_zeus_bolt_of_damocles_intro"	"Hay quien piensa que, por adoptar una vida de mortal, me he vuelto más débil. Así que de vez en cuando me gusta recordarle al mundo que no es así. Mi mujer opina que arrasar una ciudad entera es un poco excesivo, y seguramente tenga razón, pero siempre me han gustado los grandes gestos."
"DCG_VO_zeus_equip_generic_weapon_01"	"Digno de un dios."
"DCG_VO_zeus_equip_generic_weapon_02"	"Perfecto."
"DCG_VO_zeus_equip_generic_weapon_03"	"Esto me será útil."
"DCG_VO_zeus_equip_generic_weapon_04"	"Justo lo que estaba buscando."
"DCG_VO_zeus_equip_generic_weapon_05"	"Esto me servirá."
"DCG_VO_zeus_equip_generic_armor_01"	"The mortal flesh needs protection."
"DCG_VO_zeus_equip_generic_armor_02"	"Nadie hará daño a Zeus."
"DCG_VO_zeus_equip_generic_armor_03"	"A ver si intentan hacerme daño ahora."
"DCG_VO_zeus_equip_generic_armor_04"	"Listo para la batalla."
"DCG_VO_zeus_equip_generic_armor_05"	"Exquisito."
"DCG_VO_zeus_equip_generic_accessory_01"	"Este cachivache me servirá."
"DCG_VO_zeus_equip_generic_accessory_02"	"Los mortales fabrican objetos de lo más intrigantes."
"DCG_VO_zeus_equip_generic_accessory_03"	"Le daré buen uso."
"DCG_VO_zeus_equip_generic_accessory_04"	"Un tributo a los dioses."
"DCG_VO_zeus_equip_generic_accessory_05"	"Acepto esta oferta."
"DCG_VO_zeus_kill_rival_01"	"Inclínate ante mi poder."
"DCG_VO_zeus_kill_rival_02"	"Arrodíllate ante Zeus."
"DCG_VO_zeus_kill_rival_03"	"Eres inferior a mí."
"DCG_VO_zeus_kill_rival_04"	"¡Ja, ja, ja!"
"DCG_VO_zeus_kill_rival_05"	"Who doesn't love a good smiting."
"DCG_VO_zeus_kill_rival_06"	"Demasiado fácil."
"DCG_VO_zeus_kill_rival_07"	"Apenas he movido un dedo."
"DCG_VO_zeus_kill_rival_08"	"¿Pensabas que podías enfrentarte a mí?"
"DCG_VO_zeus_kill_rival_09"	"¿Cómo te atreves a levantarle la mano a Zeus?"
"DCG_VO_zeus_kill_rival_10"	"Mortals are so frail..."
"DCG_VO_zeus_use_include_01"	"Feel my wrath!"
"DCG_VO_zeus_use_include_02"	"Behold the power of Zeus!"
"DCG_VO_zeus_use_include_03"	"You can't run from the heavens!"
"DCG_VO_zeus_unique_01"	"You don't know who you're messing with do you?"
"DCG_VO_zeus_unique_02"	"Don't test me mortal."
"DCG_VO_zeus_unique_03"	"¡Soy yo quien controla el rayo!"
"DCG_VO_zeus_unique_04"	"¡Enfureciste a los dioses!"
"DCG_VO_zeus_unique_05"	"¡Témeme!"
"DCG_VO_zeus_unique_06"	"¡No dejaré más que escombros!"
"DCG_VO_zeus_unique_07"	"Doncella, vamos a lograr grandes cosas juntos."
"DCG_VO_zeus_unique_08"	"Mira y aprende, doncella."
"DCG_VO_zeus_unique_09"	"Me encanta trabajar contigo, Rylai."
"DCG_VO_zeus_unique_10"	"¡¿De verdad piensas que puedes matar a un dios?!"
"DCG_VO_zeus_unique_11"	"No temo a ningún asesino."
"DCG_VO_zeus_unique_12"	"Ha sido divertido beber contigo, Lanzapúas. Lástima que vaya a terminar así."
"DCG_VO_zeus_unique_13"	"¿Rezas a la diosa de la luna pero no a mí? Interesante."
"DCG_VO_zeus_unique_14"	"Estoy deseando conocer a la tal \"Selemene\"."
"DCG_VO_zeus_unique_15"	"What can a brute do to a god."
"DCG_VO_zeus_unique_16"	"Tu armadura no te salvará, Ax."
"DCG_VO_zeus_unique_17"	"Tienes muchos hombres a tu disposición, Sorla, pero no va a ser suficiente."
"DCG_VO_zeus_unique_18"	"Tu armadura no te salvará, Tresdin."
"DCG_VO_zeus_unique_19"	"¡La Legión de Bronce caerá!"
"DCG_VO_zeus_unique_20"	"Míralos ahí juntos, intentando derrotar a un dios. Qué adorable."
"DCG_VO_zeus_healed_01"	"Aaah."
"DCG_VO_zeus_healed_02"	"Te lo agradezco."
"DCG_VO_zeus_healed_03"	"Gracias."
"DCG_VO_zeus_healed_04"	"Una sabia decisión."
"DCG_VO_zeus_healed_05"	"Me siento mejor."
"DCG_VO_zeus_taunt_generic_01"	"¡Se acerca el fin!"
"DCG_VO_zeus_taunt_generic_02"	"¡Este es nuestro momento!"
"DCG_VO_zeus_taunt_generic_03"	"¡Derroten a nuestros enemigos!"
"DCG_VO_zeus_taunt_generic_04"	"¡Lleven la gloria a los dioses!"
"DCG_VO_zeus_taunt_generic_05"	"¡Acabaremos con ellos!"
"DCG_VO_zeus_taunt_generic_06"	"Destroy the Ancient!"
"DCG_VO_zeus_taunt_generic_07"	"Ofendiste a los dioses y pagarás el precio."
"DCG_VO_zeus_taunt_generic_08"	"Pronto habrá terminado todo."
"DCG_VO_zeus_taunt_generic_09"	"Desafiar a Zeus será el último error que cometas."
"DCG_VO_zeus_taunt_generic_10"	"Nuestra victoria está prácticamente garantizada."
"DCG_VO_zeus_potential_kill_01"	"¡No puedes huir de mí!"
"DCG_VO_zeus_potential_kill_02"	"No puedes esconderte de Zeus."
"DCG_VO_zeus_potential_kill_03"	"No se negará mi voluntad..."
"DCG_VO_zeus_potential_kill_04"	"¡Muere, mortal!"
"DCG_VO_zeus_potential_kill_05"	"Querías que te prestara atención... Misión cumplida."
"DCG_VO_zeus_potential_save_01"	"¿De verdad piensas que puedes ganar?"
"DCG_VO_zeus_potential_save_02"	"No será tan fácil."
"DCG_VO_zeus_potential_save_03"	"Tendrás que esforzarte más."
"DCG_VO_zeus_potential_save_04"	"¿Pensabas que podías matarme?"
"DCG_VO_zeus_potential_save_05"	"No, no, no..."
"DCG_VO_zeus_permanent_armor_01"	"Bien."
"DCG_VO_zeus_permanent_armor_02"	"Me aburro, los humanos son tan débiles..."
"DCG_VO_zeus_permanent_armor_03"	"Se acabaron los juegos."
"DCG_VO_zeus_permanent_armor_04"	"Intenta matarme ahora, mortal."
"DCG_VO_zeus_permanent_armor_05"	"My flesh is iron, my voice thunder."
"DCG_VO_zeus_permanent_attack_01"	"Mi fuerza aumenta..."
"DCG_VO_zeus_permanent_attack_02"	"Les demostraré el poder de Zeus."
"DCG_VO_zeus_permanent_attack_03"	"Me vuelvo más fuerte..."
"DCG_VO_zeus_permanent_attack_04"	"Siento cómo el trueno resurge en mi interior..."
"DCG_VO_zeus_permanent_attack_05"	"Sentirán mi poder."
"DCG_VO_zeus_permanent_health_01"	"No pienso abandonar el campo de batalla."
"DCG_VO_zeus_permanent_health_02"	"Debo fortalecer mi determinación."
"DCG_VO_zeus_permanent_health_03"	"No dejaré de luchar hasta alcanzar la victoria."
"DCG_VO_zeus_permanent_health_04"	"The storm is gathering."
"DCG_VO_zeus_permanent_health_05"	"Estoy listo para luchar."
"DCG_VO_zeus_cast_spell_01"	"¡Contemplen mi poder, mortales!"
"DCG_VO_zeus_cast_spell_02"	"¡SÍ!"
"DCG_VO_zeus_cast_spell_03"	"¡Mi poder es absoluto!"
"DCG_VO_zeus_cast_spell_04"	"El poder de los dioses es innegable."
"DCG_VO_zeus_cast_spell_05"	"¡Nadie está a mi altura!"
"DCG_VO_zeus_cast_spell_06"	"¡Soy el soberano de los cielos!"
"DCG_VO_zeus_cast_spell_07"	"No hay nada que no pueda hacer."
"DCG_VO_zeus_cast_spell_08"	"No pasa nada si los impresiono, mortales..."
"DCG_VO_zeus_cast_spell_09"	"Miren cómo trabaja un dios..."
"DCG_VO_zeus_cast_spell_10"	"Se acabaron los juegos."
"DCG_VO_zeus_death_01"	"<i>screams</i>"
"DCG_VO_zeus_buff_ally_01"	"Soy un dios benevolente."
"DCG_VO_zeus_buff_ally_02"	"Compartiré mi botín."
"DCG_VO_zeus_buff_ally_03"	"¿Lo ves? Zeus es un dios bondadoso."
"DCG_VO_zeus_buff_ally_04"	"Puedes adorarme si quieres."
"DCG_VO_zeus_buff_ally_05"	"Ya me darás las gracias más adelante."
"DCG_VO_zeus_buff_ally_06"	"Puedes empezar a adorarme cuando quieras."
"DCG_VO_zeus_buff_ally_07"	"Recuerda el día en que Zeus te bendijo."
"DCG_VO_zeus_buff_ally_08"	"Siempre cuido de mis amigos..."
"DCG_VO_zeus_buff_ally_09"	"Adorarme tiene sus ventajas..."
"DCG_VO_zeus_buff_ally_10"	"Toma, que lo disfrutes."
"DCG_VO_zeus_debuff_enemy_01"	"Encógete de miedo ante mi poder."
"DCG_VO_zeus_debuff_enemy_02"	"No eres nada comparado con un dios."
"DCG_VO_zeus_debuff_enemy_03"	"¡No tienes ninguna posibilidad contra mí!"
"DCG_VO_zeus_debuff_enemy_04"	"I can destroy you whenever I please."
"DCG_VO_zeus_debuff_enemy_05"	"¿Cómo te atreves a oponerte a mí?"
"DCG_VO_zeus_debuff_enemy_06"	"Oponerte a mí es una insensatez."
"DCG_VO_zeus_debuff_enemy_07"	"Pagarás por tu atrevimiento."
"DCG_VO_zeus_debuff_enemy_08"	"Vas a pagarlo caro."
"DCG_VO_zeus_debuff_enemy_09"	"Creo que me divertiré contigo..."
"DCG_VO_zeus_debuff_enemy_10"	"Disfruto viendo cómo te retuerces..."
"DCG_VO_zeus_single_target_damage_01"	"¡Fuera!"
"DCG_VO_zeus_single_target_damage_02"	"¡Bah!"
"DCG_VO_zeus_single_target_damage_03"	"No merece la pena el esfuerzo."
"DCG_VO_zeus_single_target_damage_04"	"¡Controlo los rayos!"
"DCG_VO_zeus_single_target_damage_05"	"El rayo me obedece solo a mí."
"DCG_VO_zeus_single_target_damage_06"	"You asked to face Zeus, and so you shall."
"DCG_VO_zeus_single_target_damage_07"	"My fury is unmatched."
"DCG_VO_zeus_single_target_damage_08"	"You didn't want to anger me..."
"DCG_VO_zeus_single_target_damage_09"	"You wished to fight me? Very well."
"DCG_VO_zeus_single_target_damage_10"	"Your arrogance is amusing..."
"DCG_VO_zeus_multi_damage_small_01"	"Away mortals..."
"DCG_VO_zeus_multi_damage_small_02"	"I'll dispatch you with a wave of my hand..."
"DCG_VO_zeus_multi_damage_small_03"	"This is but a taste of my greatness..."
"DCG_VO_zeus_multi_damage_small_04"	"This is what you brought to stop Zeus?"
"DCG_VO_zeus_multi_damage_small_05"	"This army means nothing to me..."
"DCG_VO_zeus_multi_damage_small_06"	"I tire of you..."
"DCG_VO_zeus_multi_damage_small_07"	"Go away...."
"DCG_VO_zeus_multi_damage_small_08"	"I tire of this..."
"DCG_VO_zeus_multi_damage_small_09"	"You overstayed your welcome."
"DCG_VO_zeus_multi_damage_small_10"	"You no longer amuse me."
"DCG_VO_zeus_multi_damage_large_01"	"I WILL SMITE YOU!"
"DCG_VO_zeus_multi_damage_large_02"	"You dare anger a god?!"
"DCG_VO_zeus_multi_damage_large_03"	"My wrath is divine!"
"DCG_VO_zeus_multi_damage_large_04"	"¡TODOS MORIRÁN!"
"DCG_VO_zeus_multi_damage_large_05"	"I will pay any price..."
"DCG_VO_zeus_multi_damage_large_06"	"¡Arrasaré la tierra!"
"DCG_VO_zeus_multi_damage_large_07"	"You anger a god?!"
"DCG_VO_zeus_multi_damage_large_08"	"Do you know who I am?"
"DCG_VO_zeus_multi_damage_large_09"	"Mortals, your days are numbered!"
"DCG_VO_zeus_multi_damage_large_10"	"Feel the wrath of Zeus!"
"DCG_VO_zeus_pleased_01"	"I'd say things are going quite well..."
"DCG_VO_zeus_pleased_02"	"I wish Medusa could have seen this..."
"DCG_VO_zeus_pleased_03"	"I think my work here is almost done..."
"DCG_VO_zeus_pleased_04"	"This has been a satisfying day..."
"DCG_VO_zeus_pleased_05"	"Esto va bien."
"DCG_VO_zeus_pleased_06"	"I'm pleased."
"DCG_VO_zeus_pleased_07"	"Esto me complace."
"DCG_VO_zeus_pleased_08"	"It's not easy to amuse a god, and yet here I am smiling..."
"DCG_VO_zeus_pleased_09"	"This was a pleasant distraction..."
"DCG_VO_zeus_pleased_10"	"A fine day."
"DCG_VO_zeus_concerned_01"	"mmm..."
"DCG_VO_zeus_concerned_02"	"No me esperaba algo así."
"DCG_VO_zeus_concerned_03"	"What's going on here..."
"DCG_VO_zeus_concerned_04"	"I'm...I'm losing?"
"DCG_VO_zeus_concerned_05"	"How am I losing to mortals?"
"DCG_VO_zeus_concerned_06"	"Perhaps I was a little overconfident..."
"DCG_VO_zeus_concerned_07"	"Hm, it seems I underestimated you..."
"DCG_VO_zeus_concerned_08"	"Well you're certainly putting up a fight, aren't you..."
"DCG_VO_zeus_concerned_09"	"This is not what I expected to happen...."
"DCG_VO_zeus_concerned_10"	"I won't let Hera have the satisfaction..."
"DCG_VO_zeus_angry_01"	"Zeus does not lose to mortals!"
"DCG_VO_zeus_angry_02"	"You try to rival Zeus?"
"DCG_VO_zeus_angry_03"	"You have made your final mistake!"
"DCG_VO_zeus_angry_04"	"There will be repercussions..."
"DCG_VO_zeus_angry_05"	"I will scorch the earth!"
"DCG_VO_zeus_angry_06"	"This day is your last."
"DCG_VO_zeus_angry_07"	"You have angered the king of the gods..."
"DCG_VO_zeus_angry_08"	"I will cleanse the world of your presence."
"DCG_VO_zeus_angry_09"	"There will be nothing left of you but smoldering remains..."
"DCG_VO_zeus_angry_10"	"Your body will be turned to ash."
"DCG_VO_zeus_arrogant_01"	"You face the king of the Gods!"
"DCG_VO_zeus_arrogant_02"	"No one is mightier than Zeus!"
"DCG_VO_zeus_arrogant_03"	"You were not ready to face a god!"
"DCG_VO_zeus_arrogant_04"	"You are unworthy to die by my hand."
"DCG_VO_zeus_arrogant_05"	"Be glad. Today is the day you get to be murdered by Zeus."
"DCG_VO_zeus_arrogant_06"	"It is an honor to be smited by me personally."
"DCG_VO_zeus_arrogant_07"	"If you plead adequately, perhaps I won't destroy your homeland as well."
"DCG_VO_zeus_arrogant_08"	"You aren't worth the effort..."
"DCG_VO_zeus_arrogant_09"	"How could you hope to survive this battle?"
"DCG_VO_zeus_arrogant_10"	"Qué optimistas e ingenuos son los humanos..."
"DCG_VO_zeus_enigmatic_01"	"Who can understand the will of a god."
"DCG_VO_zeus_enigmatic_02"	"I do what I want, when I want..."
"DCG_VO_zeus_enigmatic_03"	"There is much power in the divine..."
"DCG_VO_zeus_enigmatic_04"	"There are some mysteries only a god can comprehend..."
"DCG_VO_zeus_enigmatic_05"	"My knowledge is vast..."
"DCG_VO_zeus_enigmatic_06"	"Mi poder es infinito..."
"DCG_VO_zeus_enigmatic_07"	"Mi voluntad es inquebrantable..."
"DCG_VO_zeus_enigmatic_08"	"Amuse me, mortals..."
"DCG_VO_zeus_enigmatic_09"	"Zeus comes prepared..."
"DCG_VO_zeus_enigmatic_10"	"Things will never be the same..."
"DCG_VO_zeus_death_01"	"<i>Screams</i>"
"DCG_VO_crystal_maiden_intro"	"'Warden of Icewrack' It's a fancy title. In theory it means I'm responsible for maintaining law and order, collaborating with the Sapphire Conclave on magical crimes, and protecting the weak from all manners of nasty things. In practice I help farmers fix fences. So I decided to go on a little sabbatical. Besides... I couldn't stay in Icewrack. It's cold. It's boring. And I heard my sister was planning on visiting so I definitely had to get the hell outta there. "
"DCG_VO_crystal_maiden_frostbite_intro"	"Unlike Lina, I like to try to find solutions that don't involve killing everyone."
"DCG_VO_crystal_maiden_at_any_cost_intro"	"There's a lot things you can say about my sister. Most of them revolve around her being a rage-filled arson machine."
"DCG_VO_crystal_maiden_firestorm_intro"	"We may sort of hate each other, but at the end of the day if I was going to war I'd want her on my side."
"DCG_VO_crystal_maiden_equip_generic_weapon_01"	"Shiny!"
"DCG_VO_crystal_maiden_equip_generic_weapon_02"	"Me gusta."
"DCG_VO_crystal_maiden_equip_generic_weapon_03"	"So much for a peaceful solution."
"DCG_VO_crystal_maiden_equip_generic_weapon_04"	"Necesitaba esto."
"DCG_VO_crystal_maiden_equip_generic_weapon_05"	"¡Estoy listo para luchar!"
"DCG_VO_crystal_maiden_equip_generic_armor_01"	"Great! I like not dying."
"DCG_VO_crystal_maiden_equip_generic_armor_02"	"Más vale prevenir que lamentar."
"DCG_VO_crystal_maiden_equip_generic_armor_03"	"Appreciate it, I wanna stick around."
"DCG_VO_crystal_maiden_equip_generic_armor_04"	"This'll work."
"DCG_VO_crystal_maiden_equip_generic_armor_05"	"Feel safer already."
"DCG_VO_crystal_maiden_equip_generic_accessory_01"	"This would look horrible on Lina... I love it."
"DCG_VO_crystal_maiden_equip_generic_accessory_02"	"Esto me queda genial."
"DCG_VO_crystal_maiden_equip_generic_accessory_03"	"I'm gonna use this."
"DCG_VO_crystal_maiden_equip_generic_accessory_04"	"Justo lo que necesito."
"DCG_VO_crystal_maiden_equip_generic_accessory_05"	"Perfecto!"
"DCG_VO_crystal_maiden_kill_rival_01"	"You're going down."
"DCG_VO_crystal_maiden_kill_rival_02"	"This isn't gonna end well for you."
"DCG_VO_crystal_maiden_kill_rival_03"	"Just give up now!"
"DCG_VO_crystal_maiden_kill_rival_04"	"You're not walking away!"
"DCG_VO_crystal_maiden_kill_rival_05"	"I'm taking you out!"
"DCG_VO_crystal_maiden_kill_rival_06"	"This battle is mine to win!"
"DCG_VO_crystal_maiden_kill_rival_07"	"I won't let you hurt anyone else!"
"DCG_VO_crystal_maiden_kill_rival_08"	"¡Te detendré!"
"DCG_VO_crystal_maiden_kill_rival_09"	"Oh my god I actually get to kill someone!"
"DCG_VO_crystal_maiden_kill_rival_10"	"If you need me to hold the line, I will."
"DCG_VO_crystal_maiden_use_include_01"	"I don't think so!"
"DCG_VO_crystal_maiden_use_include_02"	"You're not hurting anyone!"
"DCG_VO_crystal_maiden_use_include_03"	"¡No tan rápido!"
"DCG_VO_crystal_maiden_unique_01"	"This spell's on me."
"DCG_VO_crystal_maiden_unique_02"	"I'm taking you with me!"
