"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮尔庞特与我时常意见相左，但是他很聪明，知道激怒虚空假面有多危险。我不是很喜欢超维视界条约，因为操纵时空很好玩。但你知道还有什么更好玩吗？就是不让自己的时间线被抹去。"
"DCG_VO_lion_taunt_generic_04"	"在恶魔巫师面前，你别不自量力。"
"DCG_VO_lion_taunt_generic_05"	"我们的敌人必将死无全尸。"
"DCG_VO_lion_taunt_generic_06"	"我要把你们杀得片甲不留！"
"DCG_VO_lion_taunt_generic_07"	"我死不了。"
"DCG_VO_lion_taunt_generic_08"	"我会不惜一切代价活下去。"
"DCG_VO_lion_taunt_generic_09"	"决不放过任何一个阻挡我们的人。"
"DCG_VO_lion_taunt_generic_10"	"最好对我敬而远之。"
"DCG_VO_lion_potential_kill_01"	"你必死无疑。"
"DCG_VO_lion_potential_kill_02"	"想跑？没这么容易。"
"DCG_VO_lion_potential_kill_03"	"你无法违抗我！"
"DCG_VO_lion_potential_kill_04"	"快来受死！"
"DCG_VO_lion_potential_kill_05"	"你以为能保住自己的小命？"
"DCG_VO_lion_potential_save_01"	"哈！"
"DCG_VO_lion_potential_save_02"	"没人能杀死我！"
"DCG_VO_lion_potential_save_03"	"你以为你能取我性命？"
"DCG_VO_lion_potential_save_04"	"省省吧……"
"DCG_VO_lion_potential_save_05"	"这就是你的绝招？"
"DCG_VO_lion_permanent_armor_01"	"我有金刚不坏之身。"
"DCG_VO_lion_permanent_armor_02"	"杀我，想也别想。"
"DCG_VO_lion_permanent_armor_03"	"我已经准备好对付敌人了。"
"DCG_VO_lion_permanent_armor_04"	"就是这样！"
"DCG_VO_lion_permanent_armor_05"	"完美。"
"DCG_VO_lion_permanent_attack_01"	"我的手渴望沾满鲜血。"
"DCG_VO_lion_permanent_attack_02"	"更多力量！"
"DCG_VO_lion_permanent_attack_03"	"恶魔巫师的力量在增长。"
"DCG_VO_lion_permanent_attack_04"	"我比以前更强大了。"
"DCG_VO_lion_permanent_attack_05"	"这力量足以杀死敌人。"
"DCG_VO_lion_permanent_health_01"	"准备开战。"
"DCG_VO_lion_permanent_health_02"	"我更耐战了。"
"DCG_VO_lion_permanent_health_03"	"我会在战斗中绝处逢生。"
"DCG_VO_lion_permanent_health_04"	"他们做梦也想不到我有多强大。"
"DCG_VO_lion_permanent_health_05"	"很好。"
"DCG_VO_lion_cast_spell_01"	"没人能打败莱恩！"
"DCG_VO_lion_cast_spell_02"	"我的力量不容置疑。"
"DCG_VO_lion_cast_spell_03"	"畏惧恶魔巫师吧。"
"DCG_VO_lion_cast_spell_04"	"我所向无敌。"
"DCG_VO_lion_cast_spell_05"	"我不会向任何人投降。"
"DCG_VO_lion_cast_spell_06"	"我的魔法能让你吓破胆。"
"DCG_VO_lion_cast_spell_07"	"见识真正的力量吧。"
"DCG_VO_lion_cast_spell_08"	"你已来日无多。"
"DCG_VO_lion_cast_spell_09"	"你对我来说不值一提。"
"DCG_VO_lion_cast_spell_10"	"识时务者为俊杰。"
"DCG_VO_lion_death_01"	"<i>尖叫</i>"
"DCG_VO_necrophos_intro"	"多年以来，我四处游荡，向一座又一座城市馈赠疫病。现在，一个独一无二的机会摆在我面前。如果我能感染红雾部落……那他们可以为我代劳，以我从没奢望过的速度传播我的礼物。"
"DCG_VO_necrophos_heartstopper_aura"	"杀鸡焉用牛刀。"
"DCG_VO_necrophos_equip_generic_weapon_01"	"很好……"
"DCG_VO_necrophos_equip_generic_weapon_02"	"正是我想要的……"
"DCG_VO_necrophos_equip_generic_weapon_03"	"继续干活……"
"DCG_VO_necrophos_equip_generic_weapon_04"	"我不会手下留情。"
"DCG_VO_necrophos_equip_generic_weapon_05"	"他们死到临头了。"
"DCG_VO_necrophos_equip_generic_armor_01"	"没人能打倒我。"
"DCG_VO_necrophos_equip_generic_armor_02"	"我会战斗到底。"
"DCG_VO_necrophos_equip_generic_armor_03"	"我会坚守下去。"
"DCG_VO_necrophos_equip_generic_armor_04"	"非常合身。"
"DCG_VO_necrophos_equip_generic_armor_05"	"很好。"
"DCG_VO_necrophos_equip_generic_accessory_01"	"我会让它派上用场的。"
"DCG_VO_necrophos_equip_generic_accessory_02"	"完美。"
"DCG_VO_necrophos_equip_generic_accessory_03"	"正是时候。"
"DCG_VO_necrophos_equip_generic_accessory_04"	"既实用又美观。"
"DCG_VO_necrophos_equip_generic_accessory_05"	"明智的选择……"
"DCG_VO_necrophos_kill_rival_01"	"你的死毋庸置疑。"
"DCG_VO_necrophos_kill_rival_02"	"对付我，你能有什么胜算？"
"DCG_VO_necrophos_kill_rival_03"	"哈哈哈哈哈哈。"
"DCG_VO_necrophos_kill_rival_04"	"意料之中。"
"DCG_VO_necrophos_kill_rival_05"	"失礼啦。"
"DCG_VO_necrophos_kill_rival_06"	"看你痛苦不已，真让人心情舒畅……"
"DCG_VO_necrophos_kill_rival_07"	"啊，这苦楚是如此地甜美……"
"DCG_VO_necrophos_kill_rival_08"	"我所到之处，死亡必定随之……"
"DCG_VO_necrophos_kill_rival_09"	"你从一开始就毫无生存的机会。"
"DCG_VO_necrophos_kill_rival_10"	"死亡已向你张开怀抱。"
"DCG_VO_necrophos_use_include_01"	"没人能挡我的路。"
"DCG_VO_necrophos_use_include_02"	"我要好好欣赏你垂死挣扎的样子……"
"DCG_VO_necrophos_use_include_03"	"我要看着你抽搐挣扎……"
"DCG_VO_necrophos_unique_01"	"血魔，我来助你一臂之力……"
"DCG_VO_necrophos_unique_02"	"很快你就将感到一种从未体验过的活力，血魔……"
"DCG_VO_necrophos_unique_03"	"我的可汗，前行之路，畅通无阻……"
"DCG_VO_necrophos_unique_04"	"红雾部落的伟大可汗，请收下我的这份薄礼……"
"DCG_VO_necrophos_unique_05"	"再厚的盔甲也救不了他们。"
"DCG_VO_necrophos_unique_06"	"我将为你提供摧毁古铜军团的力量。"
"DCG_VO_necrophos_unique_07"	"你驰骋之地，便是古铜军团丧命之处。"
"DCG_VO_necrophos_unique_08"	"尽管派出你的精兵悍将吧，卡娜。那样也救不了你。"
"DCG_VO_necrophos_unique_09"	"就是这样，卡娜……让你的手下来送死吧……"
"DCG_VO_necrophos_unique_10"	"忘掉安苏夫人吧，让我为你指引明路……"
"DCG_VO_necrophos_unique_11"	"当然，你绝不会为我疗伤……鲁姆斯克的自私是无底线的……"
"DCG_VO_necrophos_unique_12"	"我将与你并肩作战……至少现在是这样。"
"DCG_VO_necrophos_unique_13"	"我很期待看到你的安苏夫人来认尸……"
"DCG_VO_necrophos_unique_14"	"去死吧，鲁姆斯克！"
"DCG_VO_necrophos_unique_15"	"不铲除你的整个教派，我决不罢休……"
"DCG_VO_necrophos_unique_16"	"把亡者带来给我，孩子。"
"DCG_VO_necrophos_unique_17"	"你无意中让我力量大增……"
"DCG_VO_necrophos_unique_18"	"别放过他们，指挥官……"
"DCG_VO_necrophos_unique_19"	"我会帮你好好收拾那帮叛军的。"
"DCG_VO_necrophos_unique_20"	"好久没穿过了……"
"DCG_VO_necrophos_healed_01"	"啊。"
"DCG_VO_necrophos_healed_02"	"真是太棒了..."
"DCG_VO_necrophos_healed_03"	"谢谢……"
"DCG_VO_necrophos_healed_04"	"我倒不了……"
"DCG_VO_necrophos_healed_05"	"我会报答你的……"
"DCG_VO_necrophos_taunt_generic_01"	"我带来痛苦与死亡……"
"DCG_VO_necrophos_taunt_generic_02"	"在我面前倒下吧……"
"DCG_VO_necrophos_taunt_generic_03"	"没有怜悯，只有死亡……"
"DCG_VO_necrophos_taunt_generic_04"	"把他们杀得精光！"
"DCG_VO_necrophos_taunt_generic_05"	"把那塔给拆了！"
"DCG_VO_necrophos_taunt_generic_06"	"摧毁遗迹！"
"DCG_VO_necrophos_taunt_generic_07"	"将他们杀得片甲不留！"
"DCG_VO_necrophos_taunt_generic_08"	"我们必胜！"
"DCG_VO_necrophos_taunt_generic_09"	"你简直不知天高地厚……"
"DCG_VO_necrophos_taunt_generic_10"	"胜利属于我……"
"DCG_VO_necrophos_potential_kill_01"	"你的小心脏要跳不动了……"
"DCG_VO_necrophos_potential_kill_02"	"不会等很久了……"
"DCG_VO_necrophos_potential_kill_03"	"快了……"
"DCG_VO_necrophos_potential_kill_04"	"你逃不出我的手掌心了。"
"DCG_VO_necrophos_potential_kill_05"	"你的死期要到了……"
"DCG_VO_necrophos_potential_save_01"	"我绝不会死于背叛……"
"DCG_VO_necrophos_potential_save_02"	"我不会死在这里……"
"DCG_VO_necrophos_potential_save_03"	"我死不了……"
"DCG_VO_necrophos_potential_save_04"	"我不会倒下。"
"DCG_VO_necrophos_potential_save_05"	"你杀不死我的！"
"DCG_VO_necrophos_permanent_armor_01"	"我需要更多保护。"
"DCG_VO_necrophos_permanent_armor_02"	"让战火烧起来……"
"DCG_VO_necrophos_permanent_armor_03"	"我会活到最后……"
"DCG_VO_necrophos_permanent_armor_04"	"我要比敌人活得更久……"
"DCG_VO_necrophos_permanent_armor_05"	"我身经百战……"
"DCG_VO_necrophos_permanent_attack_01"	"我更强了……"
"DCG_VO_necrophos_permanent_attack_02"	"哦，那些要死在我手下的人啊……"
"DCG_VO_necrophos_permanent_attack_03"	"我的刀已经磨好了。"
"DCG_VO_necrophos_permanent_attack_04"	"我的诅咒准备好了……"
"DCG_VO_necrophos_permanent_attack_05"	"很好……很好……"
"DCG_VO_necrophos_permanent_health_01"	"完美。"
"DCG_VO_necrophos_permanent_health_02"	"越变越强。"
"DCG_VO_necrophos_permanent_health_03"	"该开始传播瘟疫了……"
"DCG_VO_necrophos_permanent_health_04"	"我感觉……精神百倍……"
"DCG_VO_necrophos_permanent_health_05"	"现在我强健多了……"
"DCG_VO_necrophos_cast_spell_01"	"我的意志无人能比。"
"DCG_VO_necrophos_cast_spell_02"	"散布我的毒素……"
"DCG_VO_necrophos_cast_spell_03"	"疫病经我之手蔓延……"
"DCG_VO_necrophos_cast_spell_04"	"看我势力之所及……"
"DCG_VO_necrophos_cast_spell_05"	"我会不择手段……"
"DCG_VO_necrophos_cast_spell_06"	"等不及看好戏了……"
"DCG_VO_necrophos_cast_spell_07"	"我从不放过任何机会……"
"DCG_VO_necrophos_cast_spell_08"	"应该集结我们的力量了……"
"DCG_VO_necrophos_cast_spell_09"	"我会无所不用其极。"
"DCG_VO_necrophos_cast_spell_10"	"给你点颜色看看……"
"DCG_VO_necrophos_buff_ally_01"	"拿去！"
"DCG_VO_necrophos_buff_ally_02"	"也许我可以帮点忙……"
"DCG_VO_necrophos_buff_ally_03"	"我想你需要这个……"
"DCG_VO_necrophos_buff_ally_04"	"让我们并肩作战……"
"DCG_VO_necrophos_buff_ally_05"	"我不能眼睁睁地看你死……"
"DCG_VO_necrophos_buff_ally_06"	"拿着，别客气。"
"DCG_VO_necrophos_buff_ally_07"	"我会激励你成就伟业。"
"DCG_VO_necrophos_buff_ally_08"	"听我的……"
"DCG_VO_necrophos_buff_ally_09"	"我们必须保持最佳状态。"
"DCG_VO_necrophos_buff_ally_10"	"让我来吧。"
"DCG_VO_necrophos_debuff_enemy_01"	"你将开始慢慢变弱。"
"DCG_VO_necrophos_debuff_enemy_02"	"你很快就会屈服。"
"DCG_VO_necrophos_debuff_enemy_03"	"你挡不住我的。"
"DCG_VO_necrophos_debuff_enemy_04"	"你的意志将在我面前瓦解……"
"DCG_VO_necrophos_debuff_enemy_05"	"我会让你死无全尸。"
"DCG_VO_necrophos_debuff_enemy_06"	"衰败吧。"
"DCG_VO_necrophos_debuff_enemy_07"	"我就想看你受苦。"
"DCG_VO_necrophos_debuff_enemy_08"	"你将求生不得，求死不能。"
"DCG_VO_necrophos_debuff_enemy_09"	"我要好好折磨你一下……"
"DCG_VO_necrophos_debuff_enemy_10"	"我会把你撕成碎片……"
"DCG_VO_necrophos_single_target_damage_01"	"去死吧！"
"DCG_VO_necrophos_single_target_damage_02"	"面对我！"
"DCG_VO_necrophos_single_target_damage_03"	"该结束了……"
"DCG_VO_necrophos_single_target_damage_04"	"你没命了……"
"DCG_VO_necrophos_single_target_damage_05"	"你挡不住的……"
"DCG_VO_necrophos_single_target_damage_06"	"该来的总会来……"
"DCG_VO_necrophos_single_target_damage_07"	"哦，太有意思了……"
"DCG_VO_necrophos_single_target_damage_08"	"让我高兴其实很简单……"
"DCG_VO_necrophos_single_target_damage_09"	"你的痛苦就快结束了……"
"DCG_VO_necrophos_single_target_damage_10"	"你的小命握在我的手里……"
"DCG_VO_necrophos_multi_damage_small_01"	"要杀的人太多了……"
"DCG_VO_necrophos_multi_damage_small_02"	"哦，你还有朋友……"
"DCG_VO_necrophos_multi_damage_small_03"	"有得选还真不错。"
"DCG_VO_necrophos_multi_damage_small_04"	"我要把你的朋友都杀光……"
"DCG_VO_necrophos_multi_damage_small_05"	"你会看着朋友们一个个死去……"
"DCG_VO_necrophos_multi_damage_small_06"	"我要杀了你的朋友，而你无能为力。"
"DCG_VO_necrophos_multi_damage_small_07"	"很快你们就能再见面了……"
"DCG_VO_necrophos_multi_damage_small_08"	"从谁开始呢……"
"DCG_VO_necrophos_multi_damage_small_09"	"选择太多了……"
"DCG_VO_necrophos_multi_damage_small_10"	"好难决定啊……"
"DCG_VO_necrophos_multi_damage_large_01"	"我要把你们都杀光！"
"DCG_VO_necrophos_multi_damage_large_02"	"不留活口！"
"DCG_VO_necrophos_multi_damage_large_03"	"我会斩尽杀绝！"
"DCG_VO_necrophos_multi_damage_large_04"	"片甲不留！"
"DCG_VO_necrophos_multi_damage_large_05"	"大屠杀要开始了……"
"DCG_VO_necrophos_multi_damage_large_06"	"我要让你死无全尸！"
"DCG_VO_necrophos_multi_damage_large_07"	"没人能认出你们的尸体……"
"DCG_VO_necrophos_multi_damage_large_08"	"如此大丈夫气概……只是徒劳无益……"
"DCG_VO_necrophos_multi_damage_large_09"	"你们将痛不欲生！"
"DCG_VO_necrophos_multi_damage_large_10"	"让你们所有人都受尽苦痛！"
"DCG_VO_necrophos_pleased_01"	"这简直再好不过了……"
"DCG_VO_necrophos_pleased_02"	"令人欣慰……"
"DCG_VO_necrophos_pleased_03"	"一切顺心如意……"
"DCG_VO_necrophos_pleased_04"	"我们看看会不会成功……"
"DCG_VO_necrophos_pleased_05"	"正如我所料……"
"DCG_VO_necrophos_pleased_06"	"有意思……"
"DCG_VO_necrophos_pleased_07"	"这也许会很令人心动……"
"DCG_VO_necrophos_pleased_08"	"这只是个开始……"
"DCG_VO_necrophos_pleased_09"	"我这里的好东西可真不少……"
"DCG_VO_necrophos_pleased_10"	"要知道，好戏才正要开始呢……"
"DCG_VO_necrophos_concerned_01"	"嗯……"
"DCG_VO_necrophos_concerned_02"	"情况不太对劲……"
"DCG_VO_necrophos_concerned_03"	"事情没按我的计划进行……"
"DCG_VO_necrophos_concerned_04"	"我从鲁姆斯克逃出来，可不是为了死在这里……"
"DCG_VO_necrophos_concerned_05"	"可不能在这就玩完了……"
"DCG_VO_necrophos_concerned_06"	"我不会让一切就这样结束。"
"DCG_VO_necrophos_concerned_07"	"怎么会这样！"
"DCG_VO_necrophos_concerned_08"	"这不可能！"
"DCG_VO_necrophos_concerned_09"	"难以置信！"
"DCG_VO_necrophos_concerned_10"	"我需要帮助！"
"DCG_VO_necrophos_angry_01"	"该死！"
"DCG_VO_necrophos_angry_02"	"你好大胆！"
"DCG_VO_necrophos_angry_03"	"你会尝到苦头的！"
"DCG_VO_necrophos_angry_04"	"你会付出代价的！"
"DCG_VO_necrophos_angry_05"	"这里就是你的死地……"
"DCG_VO_necrophos_angry_06"	"我想要的就一定会得到。"
"DCG_VO_necrophos_angry_07"	"你无法违抗我……"
"DCG_VO_necrophos_angry_08"	"谁都救不了你！"
"DCG_VO_necrophos_angry_09"	"杀死你的感觉一定很美妙……"
"DCG_VO_necrophos_angry_10"	"你会求我杀了你……"
"DCG_VO_necrophos_arrogant_01"	"有谁能阻止我？"
"DCG_VO_necrophos_arrogant_02"	"谁敢阻止我们……"
"DCG_VO_necrophos_arrogant_03"	"胜利早已是注定的结果……"
"DCG_VO_necrophos_arrogant_04"	"真希望你能看看自己脸上的表情……"
"DCG_VO_necrophos_arrogant_05"	"我不懂什么叫失败……"
"DCG_VO_necrophos_arrogant_06"	"逆我者，亡！"
"DCG_VO_necrophos_arrogant_07"	"我们天下无敌……"
"DCG_VO_necrophos_arrogant_08"	"我高估了你的实力。可惜。"
"DCG_VO_necrophos_arrogant_09"	"真可悲。"
"DCG_VO_necrophos_arrogant_10"	"蝼蚁之辈。"
"DCG_VO_necrophos_enigmatic_01"	"我当然为你准备了一份惊喜……"
"DCG_VO_necrophos_enigmatic_02"	"希望你喜欢这个……"
"DCG_VO_necrophos_enigmatic_03"	"这些年我也长了不少见识……"
"DCG_VO_necrophos_enigmatic_04"	"我也有些朋友想为你介绍介绍……"
"DCG_VO_necrophos_enigmatic_05"	"关键时候，我会破釜沉舟。"
"DCG_VO_necrophos_enigmatic_06"	"要胜利就要付出代价。"
"DCG_VO_necrophos_enigmatic_07"	"强权至上。"
"DCG_VO_necrophos_enigmatic_08"	"你的苦难就是我的享受……"
"DCG_VO_necrophos_enigmatic_09"	"我等着看你痛哭流涕。"
"DCG_VO_necrophos_enigmatic_10"	"我会让你叫天不应，叫地不灵。"
"DCG_VO_sorla_khan_intro"	"我不在乎别人怎么看我。我也承认这是我应得的。我带领红雾走遍各个城镇，挨家挨户洗劫一空……我们想要的就是活命。没错，我是个战争头子。我做过，而且还会做许多为人所不齿的事。但千万别搞错了，我并不是征服者。我可是高地人的救星。不幸的是现实就是这么残酷，不是你死就是我亡。"
"DCG_VO_sorla_khan_assault_ladders_intro"	"对红雾来说，再固若金汤的城池也是手到擒来。只要做足准备，一切皆有可能。"
"DCG_VO_sorla_khan_burn_it_all_intro"	"红雾四处迁徙的原因很简单。既然没有家园，便无毁灭一说。"
"DCG_VO_sorla_khan_assured_destruction_intro"	"胜利与失败之间的差别就在于是否能够做出无情的选择，是否愿意牺牲一切。"
"DCG_VO_sorla_khan_bitter_enemies_part1"	"指挥官，看看你的周围……你心爱的石堂城也会成为这样。"
"DCG_VO_sorla_khan_bitter_enemies_part3"	"你自视甚高啊。"
"DCG_VO_sorla_khan_forward_charge"	"有时候靠的是策略，有时候靠的则是坚定的信念。"
"DCG_VO_sorla_khan_trebuchets"	"我几乎就要为特蕾丝汀感到可惜了，要不是瑞克斯，她的伏击也许就能奏效。但说到底，古铜军团本来就没有双线作战的实力。"
"DCG_VO_sorla_khan_equip_generic_weapon_01"	"我要杀光敌人。"
"DCG_VO_sorla_khan_equip_generic_weapon_02"	"没人的技术比我更好。"
"DCG_VO_sorla_khan_equip_generic_weapon_03"	"我要把他们撕碎。"
"DCG_VO_sorla_khan_equip_generic_weapon_04"	"准备好战斗了。"
"DCG_VO_sorla_khan_equip_generic_weapon_05"	"我会身先士卒。"
"DCG_VO_sorla_khan_equip_generic_armor_01"	"我今天死不了。"
"DCG_VO_sorla_khan_equip_generic_armor_02"	"在以后的战斗中，我用得上它。"
"DCG_VO_sorla_khan_equip_generic_armor_03"	"这能保全我的性命。"
"DCG_VO_sorla_khan_equip_generic_armor_04"	"让他们放马过来吧。"
"DCG_VO_sorla_khan_equip_generic_armor_05"	"我所向无敌。"
"DCG_VO_sorla_khan_equip_generic_accessory_01"	"兵来将挡，水来土掩。"
"DCG_VO_sorla_khan_equip_generic_accessory_02"	"这个我用起来得心应手。"
"DCG_VO_sorla_khan_equip_generic_accessory_03"	"对我来说真是雪中送炭。"
"DCG_VO_sorla_khan_equip_generic_accessory_04"	"这让我如虎添翼。"
"DCG_VO_sorla_khan_equip_generic_accessory_05"	"不让他们有丝毫机会。"
"DCG_VO_sorla_khan_kill_rival_01"	"红雾的敌人必亡！"
"DCG_VO_sorla_khan_kill_rival_02"	"你就别妄想了。"
"DCG_VO_sorla_khan_kill_rival_03"	"我胜券在握！"
"DCG_VO_sorla_khan_kill_rival_04"	"你不是我的对手。"
"DCG_VO_sorla_khan_kill_rival_05"	"红雾不容违抗！"
"DCG_VO_sorla_khan_kill_rival_06"	"怕我了吧！"
"DCG_VO_sorla_khan_kill_rival_07"	"去死吧！"
"DCG_VO_sorla_khan_kill_rival_08"	"红雾为敌，必死无疑！"
"DCG_VO_sorla_khan_kill_rival_09"	"你们就是所谓的战士吗？"
"DCG_VO_sorla_khan_kill_rival_10"	"我会把你碎尸万段。"
"DCG_VO_sorla_khan_use_include_01"	"拆塔！"
"DCG_VO_sorla_khan_use_include_02"	"没有什么塔是攻不破的。"
"DCG_VO_sorla_khan_use_include_03"	"拆得干干净净！"
