"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont et moi ne sommes pas d’accord sur beaucoup de choses, mais je dois admettre qu’il a raison de craindre la colère du Sans-visage. Le traité de Claszureme ne m'enchante guère... la chronomancie c’est bien, mais vous savez ce qui est encore mieux ? Ne pas voir son existence entièrement effacée."
"DCG_VO_prellex_permanent_health_04"	"Plus je tiendrai longtemps, plus nombreux seront les miens."
"DCG_VO_prellex_permanent_health_05"	"Nombreux sont les dons de l'Ancien !"
"DCG_VO_prellex_cast_spell_01"	"Sens la puissance de l'Ancien !"
"DCG_VO_prellex_cast_spell_02"	"Grâce à l'Ancien, tout est possible !"
"DCG_VO_prellex_cast_spell_03"	"Mort aux imposteurs !"
"DCG_VO_prellex_cast_spell_04"	"Admirez mon pouvoir !"
"DCG_VO_prellex_cast_spell_05"	"Savoure la lumière de l'Éclat ! "
"DCG_VO_prellex_cast_spell_06"	"Je ne fais que servir l'Ancien."
"DCG_VO_prellex_cast_spell_07"	"Nous ferons reculer le mal."
"DCG_VO_prellex_cast_spell_08"	"Écoute mes paroles et sens le pouvoir de l'Éclat !"
"DCG_VO_prellex_cast_spell_09"	"Les faux prophètes sont nombreux... mais je n'en fais pas partie."
"DCG_VO_prellex_cast_spell_10"	"Je suis une femme aux nombreux talents..."
"DCG_VO_prellex_death_01"	"<i>Cris</i>"
"DCG_VO_sniper_intro"	"Depuis trop longtemps, les Keens sont divisés. Nous ne sommes que de petites colonies parsemées dans le monde, jalousement attachées à leurs recherches... Pendant ce temps, le monde autour de nous a évolué. Le pouvoir s'est établi à Pierrefort. La nation de Revtel est née. Le Quorum de la Rose éplorée est toujours plus audacieux... Et nous ? Nous avons travaillé et bricolé. Nous avons construit d'incroyables machines qui n'ont servi qu'à des tâches insignifiantes. Ça ne peut pas continuer. Les clans keens doivent s'unir et montrer au monde ce dont ils sont capables."
"DCG_VO_sniper_assassinate"	"Ne vous méprenez pas. Je suis vraiment impressionné par tout ce que ces jeunes Keens peuvent inventer, mais tuer un homme perd tout son charme avec des lasers et des robots. De mon temps, il fallait être doué et patient pour éliminer quelqu'un de loin. Maintenant, il suffit de tout faire sauter."
"DCG_VO_sniper_hip_fire"	"C'est vrai, je suis vieux mais mes réflexes sont toujours aussi vifs. Sauf si je saute la sieste, je perds alors en vivacité."
"DCG_VO_sniper_keenfolk_turret"	"Ils ne sont pas spécialement mobiles mais ils font l'affaire quand il s'agit de défendre son atelier."
"DCG_VO_sniper_remote_detonation"	"Le puriste en moi déteste que les Techos s'appuient tant sur les explosifs... mais on ne peut pas nier leur efficacité."
"DCG_VO_sniper_use_ability_01"	"Coucou."
"DCG_VO_sniper_use_ability_02"	"Ciao."
"DCG_VO_sniper_use_ability_03"	"Tu ne sentiras rien."
"DCG_VO_sniper_use_ability_04"	"Je les ai dans mon viseur."
"DCG_VO_sniper_use_ability_05"	"Je m'en occupe..."
"DCG_VO_sniper_equip_generic_weapon_01"	"Parfait."
"DCG_VO_sniper_equip_generic_weapon_02"	"Ils ne se sont pas préparés à ça."
"DCG_VO_sniper_equip_generic_weapon_03"	"Je les affronterai tous !"
"DCG_VO_sniper_equip_generic_weapon_04"	"Personne ne s'en prend aux Keens."
"DCG_VO_sniper_equip_generic_weapon_05"	"Exactement ce que je cherchais."
"DCG_VO_sniper_equip_generic_armor_01"	"Bien... Je n'aime pas me faire tuer."
"DCG_VO_sniper_equip_generic_armor_02"	"La sécurité d'abord."
"DCG_VO_sniper_equip_generic_armor_03"	"Je dois être prêt à tout."
"DCG_VO_sniper_equip_generic_armor_04"	"Mort, je ne serai d'aucune utilité."
"DCG_VO_sniper_equip_generic_armor_05"	"Moins je suis blessé, mieux c'est."
"DCG_VO_sniper_equip_generic_accessory_01"	"Voilà qui devrait être utile."
"DCG_VO_sniper_equip_generic_accessory_02"	"Oh, ça me plaît."
"DCG_VO_sniper_equip_generic_accessory_03"	"Parfait pour les Keens."
"DCG_VO_sniper_equip_generic_accessory_04"	"Quelle sera leur prochaine idée ?"
"DCG_VO_sniper_equip_generic_accessory_05"	"Exactement ce que je voulais..."
"DCG_VO_sniper_kill_rival_01"	"Je t'ai dans mon viseur."
"DCG_VO_sniper_kill_rival_02"	"Il n'y a rien qui puisse te sauver..."
"DCG_VO_sniper_kill_rival_03"	"Aucune cible ne peut m'échapper."
"DCG_VO_sniper_kill_rival_04"	"Je ne manque jamais mon coup."
"DCG_VO_sniper_kill_rival_05"	"Tu n'avais pas la moindre chance contre moi..."
"DCG_VO_sniper_kill_rival_06"	"Je te voiiiiiis..."
"DCG_VO_sniper_kill_rival_07"	"C'est fini pour toi."
"DCG_VO_sniper_kill_rival_08"	"Ah !"
"DCG_VO_sniper_kill_rival_09"	"Je suis le meilleur tireur d'élite de tous les temps..."
"DCG_VO_sniper_kill_rival_10"	"Au moins, ça a été rapide."
"DCG_VO_sniper_use_include_01"	"Nul ne peut m'échapper."
"DCG_VO_sniper_use_include_02"	"Je peux tuer n'importe qui."
"DCG_VO_sniper_use_include_03"	"Ils ne l'ont pas vu venir !"
"DCG_VO_sniper_unique_01"	"Très bien, Déboiseur. Au boulot."
"DCG_VO_sniper_unique_02"	"Construis-moi un laser, Ingénieur."
"DCG_VO_sniper_unique_03"	"Construis-moi un robot, Mazzie."
"DCG_VO_sniper_unique_04"	"Nul ne peut se dresser contre l'ingéniosité des Keens !"
"DCG_VO_sniper_unique_05"	"Tu ruines la réputation des Keens, Rizzrack !"
"DCG_VO_sniper_unique_06"	"Je veux ce laser."
"DCG_VO_sniper_unique_07"	"Ahhh ! Je vois ce qu'il se passe. Vous êtes tous jaloux de mon génie !"
"DCG_VO_sniper_unique_08"	"Bonjour à toi..."
"DCG_VO_sniper_unique_09"	"Tu ne m'arrives pas à la cheville."
"DCG_VO_sniper_unique_10"	"Ton arme ne te sauvera pas, Traxex..."
"DCG_VO_sniper_unique_11"	"Déboiseur a eu raison de découper ton peuple..."
"DCG_VO_sniper_unique_12"	"Allez Déboiseur... Allons leur montrer ce qu'est le progrès..."
"DCG_VO_sniper_unique_13"	"Désolé Mazzie, tu aurais dû te soumettre."
"DCG_VO_sniper_unique_14"	"Tu aurais pu nous rejoindre, Mazzie..."
"DCG_VO_sniper_unique_15"	"J'ai presque l'impression de tricher mais pas assez pour ne pas l'utiliser."
"DCG_VO_sniper_unique_16"	"Oh, je sens que je vais bien m'amuser avec ça..."
"DCG_VO_sniper_unique_17"	"Parfait... encore plus d'armes à feu..."
"DCG_VO_sniper_unique_18"	"</i>Rire d'excitation</i>"
"DCG_VO_sniper_unique_19"	"Tu crois pouvoir dégainer plus vite que moi ?"
"DCG_VO_sniper_unique_20"	"Je frappe toujours en premier..."
"DCG_VO_sniper_healed_01"	"Aaah"
"DCG_VO_sniper_healed_02"	"Merci."
"DCG_VO_sniper_healed_03"	"C'est juste ce qu'il me fallait."
"DCG_VO_sniper_healed_04"	"De retour au combat."
"DCG_VO_sniper_healed_05"	"Je commençais à m'inquiéter..."
"DCG_VO_sniper_taunt_generic_01"	"Ils ne vont pas faire long feu."
"DCG_VO_sniper_taunt_generic_02"	"La victoire est assurée."
"DCG_VO_sniper_taunt_generic_03"	"Ils n'ont aucun moyen de nous arrêter !"
"DCG_VO_sniper_taunt_generic_04"	"Si nous restons concentrés, la victoire est à nous."
"DCG_VO_sniper_taunt_generic_05"	"Donne-moi une autre cible à abattre..."
"DCG_VO_sniper_taunt_generic_06"	"Nul n'est de taille contre les Keens."
"DCG_VO_sniper_taunt_generic_07"	"Leur défaite est assurée."
"DCG_VO_sniper_taunt_generic_08"	"Oh regarde ! Ils apportent des épées dans un combat à armes à feu."
"DCG_VO_sniper_taunt_generic_09"	"Je vais prouver que je suis le meilleur."
"DCG_VO_sniper_taunt_generic_10"	"Détruisons l'Ancien !"
"DCG_VO_sniper_potential_kill_01"	"Tu m'appartiens."
"DCG_VO_sniper_potential_kill_02"	"Tu peux supplier autant que tu le veux..."
"DCG_VO_sniper_potential_kill_03"	"C'est presque fini."
"DCG_VO_sniper_potential_kill_04"	"Ne t'inquiète pas, tu vas bientôt mourir."
"DCG_VO_sniper_potential_kill_05"	"Savoure tes derniers instants..."
"DCG_VO_sniper_potential_save_01"	"Ah !"
"DCG_VO_sniper_potential_save_02"	"Rien ne peut rivaliser avec l'ingéniosité des Keens..."
"DCG_VO_sniper_potential_save_03"	"Tu pensais que je n'avais pas de plan ?"
"DCG_VO_sniper_potential_save_04"	"Tu ne pensais qu'en même pas gagner ?"
"DCG_VO_sniper_potential_save_05"	"Ce n'est pas encore fini..."
"DCG_VO_sniper_permanent_armor_01"	"Bon plan."
"DCG_VO_sniper_permanent_armor_02"	"Si je veux combattre en première ligne, je dois me préparer..."
"DCG_VO_sniper_permanent_armor_03"	"Je gagne en résistance..."
"DCG_VO_sniper_permanent_armor_04"	"Qui peut bien avoir besoin du petit robot de Déboiseur..."
"DCG_VO_sniper_permanent_armor_05"	"Prêt pour la guerre."
"DCG_VO_sniper_permanent_attack_01"	"C'est l'heure de tirer sur des gens."
"DCG_VO_sniper_permanent_attack_02"	"Je cherche toujours à m'améliorer."
"DCG_VO_sniper_permanent_attack_03"	"Ma visée ne cesse de s'améliorer."
"DCG_VO_sniper_permanent_attack_04"	"Je suis de plus en plus dangereux..."
"DCG_VO_sniper_permanent_attack_05"	"Allons à la chasse."
"DCG_VO_sniper_permanent_health_01"	"Je suis plus costaud qu'il n'y paraît."
"DCG_VO_sniper_permanent_health_02"	"Je n'irai nulle part..."
"DCG_VO_sniper_permanent_health_03"	"Personne ne me tuera..."
"DCG_VO_sniper_permanent_health_04"	"Voyons s'ils peuvent me blesser..."
"DCG_VO_sniper_permanent_health_05"	"Mieux vaut prévenir que guérir..."
"DCG_VO_sniper_cast_spell_01"	"J'ai pensé à tout..."
"DCG_VO_sniper_cast_spell_02"	"Comment comptes-tu t'en sortir après ça ?"
"DCG_VO_sniper_cast_spell_03"	"Mon piège a fonctionné..."
"DCG_VO_sniper_cast_spell_04"	"Tu n'as plus le choix."
"DCG_VO_sniper_cast_spell_05"	"Ne t'en prends jamais à un Keen."
"DCG_VO_sniper_cast_spell_06"	"On ne piège pas un Keen si facilement."
"DCG_VO_sniper_cast_spell_07"	"Laisse-moi te montrer une nouveauté que j'ai préparée..."
"DCG_VO_sniper_cast_spell_08"	"Admire le pouvoir des Keens."
"DCG_VO_sniper_cast_spell_09"	"Je suis paré à toutes éventualités."
"DCG_VO_sniper_cast_spell_10"	"À moi..."
"DCG_VO_sniper_buff_ally_01"	"Et voilà !"
"DCG_VO_sniper_buff_ally_02"	"Un présent des Keens."
"DCG_VO_sniper_buff_ally_03"	"Amuse-toi avec ça."
"DCG_VO_sniper_buff_ally_04"	"On travaille bien ensemble, pas vrai ?"
"DCG_VO_sniper_buff_ally_05"	"Voilà pour toi !"
"DCG_VO_sniper_buff_ally_06"	"On est ensemble sur ce coup."
"DCG_VO_sniper_buff_ally_07"	"Nous allons l'emporter."
"DCG_VO_sniper_buff_ally_08"	"Tu vas en avoir besoin !"
"DCG_VO_sniper_buff_ally_09"	"Tu ne m'es utile que si tu restes en vie."
"DCG_VO_sniper_buff_ally_10"	"Ça sert d'avoir un Keen pour allié, pas vrai ?"
"DCG_VO_sniper_debuff_enemy_01"	"Qu'est-ce qu'il se passe ?"
"DCG_VO_sniper_debuff_enemy_02"	"Tu ne fais plus aussi peur maintenant, hein ?"
"DCG_VO_sniper_debuff_enemy_03"	"Juste là où je voulais..."
"DCG_VO_sniper_debuff_enemy_04"	"Tu ne t'attendais pas à ça."
"DCG_VO_sniper_debuff_enemy_05"	"Je dois d'abord les aligner..."
"DCG_VO_sniper_debuff_enemy_06"	"C'est le début de la fin, pour toi..."
"DCG_VO_sniper_debuff_enemy_07"	"Oh, je ne fais que commencer..."
"DCG_VO_sniper_debuff_enemy_08"	"Ne t'en fais pas, je vais vite abréger tes souffrances..."
"DCG_VO_sniper_debuff_enemy_09"	"Tu as commis une grossière erreur en venant ici..."
"DCG_VO_sniper_debuff_enemy_10"	"Tu vivras suffisamment pour voir tes amis mourir..."
"DCG_VO_sniper_single_target_damage_01"	"Prêt à tirer."
"DCG_VO_sniper_single_target_damage_02"	"Ils sont à moi."
"DCG_VO_sniper_single_target_damage_03"	"Cible acquise."
"DCG_VO_sniper_single_target_damage_04"	"Tu es à ma merci."
"DCG_VO_sniper_single_target_damage_05"	"J'adore les exercices de tir."
"DCG_VO_sniper_single_target_damage_06"	"Cible repérée."
"DCG_VO_sniper_single_target_damage_07"	"Boum."
"DCG_VO_sniper_single_target_damage_08"	"Voyons voir si tu survis à ça..."
"DCG_VO_sniper_single_target_damage_09"	"Un cadeau de ma part."
"DCG_VO_sniper_single_target_damage_10"	"Tu ne vivras pas assez longtemps pour m'atteindre."
"DCG_VO_sniper_multi_damage_small_01"	"Comme un poisson dans l'eau..."
"DCG_VO_sniper_multi_damage_small_02"	"Tir de couverture !"
"DCG_VO_sniper_multi_damage_small_03"	"J'ai assez de munitions pour vous tous !"
"DCG_VO_sniper_multi_damage_small_04"	"Ce n'est pas le moment de la jouer fine."
"DCG_VO_sniper_multi_damage_small_05"	"Le moment est venu de les abattre."
"DCG_VO_sniper_multi_damage_small_06"	"Tir de suppression !"
"DCG_VO_sniper_multi_damage_small_07"	"Peu importe combien vous êtes !"
"DCG_VO_sniper_multi_damage_small_08"	"J'ai quelque chose pour chacun de vous !"
"DCG_VO_sniper_multi_damage_small_09"	"C'est l'heure de montrer mes talents de tireur."
"DCG_VO_sniper_multi_damage_small_10"	"Je vais tous vous éliminer !"
"DCG_VO_sniper_multi_damage_large_01"	"Vous êtes tous morts !"
"DCG_VO_sniper_multi_damage_large_02"	"Ha ha ha ha ha"
"DCG_VO_sniper_multi_damage_large_03"	"Dansez !"
"DCG_VO_sniper_multi_damage_large_04"	"Admire un vrai pro en train de faire son boulot."
"DCG_VO_sniper_multi_damage_large_05"	"PERSONNE NE PEUT M'ÉGALER !"
"DCG_VO_sniper_multi_damage_large_06"	"Personne ne dégaine plus vite qu'un Keen."
"DCG_VO_sniper_multi_damage_large_07"	"Dansez... DANSEZ !"
"DCG_VO_sniper_multi_damage_large_08"	"Boum."
"DCG_VO_sniper_multi_damage_large_09"	"Ça ne sert à rien de se cacher !"
"DCG_VO_sniper_multi_damage_large_10"	"C'est ici que vous mourrez !"
"DCG_VO_sniper_pleased_01"	"Bravo."
"DCG_VO_sniper_pleased_02"	"Magnifique."
"DCG_VO_sniper_pleased_03"	"C'est bien."
"DCG_VO_sniper_pleased_04"	"Merveilleux !"
"DCG_VO_sniper_pleased_05"	"La construction est excellente."
"DCG_VO_sniper_pleased_06"	"Pas mal."
"DCG_VO_sniper_pleased_07"	"Impressionnant."
"DCG_VO_sniper_pleased_08"	"Impossible de faire mieux."
"DCG_VO_sniper_pleased_09"	"Excellent."
"DCG_VO_sniper_pleased_10"	"Comme prévu..."
"DCG_VO_sniper_concerned_01"	"Je n'avais pas pris ça en compte."
"DCG_VO_sniper_concerned_02"	"Tout ne se passe pas comme prévu."
"DCG_VO_sniper_concerned_03"	"Ce n'est pas possible..."
"DCG_VO_sniper_concerned_04"	"Non, ce n'est pas possible !"
"DCG_VO_sniper_concerned_05"	"Comment est-ce possible ?"
"DCG_VO_sniper_concerned_06"	"Tout s'effondre..."
"DCG_VO_sniper_concerned_07"	"Il doit bien y avoir un moyen de se sortir de ça..."
"DCG_VO_sniper_concerned_08"	"Ce n'est pas encore fini. Je dois juste réfléchir..."
"DCG_VO_sniper_concerned_09"	"Oh là là..."
"DCG_VO_sniper_concerned_10"	"Comment je n'ai pas vu ça venir ?"
"DCG_VO_sniper_angry_01"	"NON !"
"DCG_VO_sniper_angry_02"	"Tu vas le payer très cher !"
"DCG_VO_sniper_angry_03"	"Sens ma colère..."
"DCG_VO_sniper_angry_04"	"Je vais tous vous tuer !"
"DCG_VO_sniper_angry_05"	"Ce n'est pas fini !"
"DCG_VO_sniper_angry_06"	"Je ne te laisserai pas me tuer."
"DCG_VO_sniper_angry_07"	"Il faudra me passer sur le corps."
"DCG_VO_sniper_angry_08"	"Fini de jouer..."
"DCG_VO_sniper_angry_09"	"C'est la fin..."
"DCG_VO_sniper_angry_10"	"Je vais t'arracher la tête..."
"DCG_VO_sniper_arrogant_01"	"Qui peut m'égaler ?"
"DCG_VO_sniper_arrogant_02"	"Euh... Je suis censé être impressionné ?"
"DCG_VO_sniper_arrogant_03"	"Tellement banal..."
"DCG_VO_sniper_arrogant_04"	"Tu crois pouvoir battre un tireur d'élite de mon niveau ?"
"DCG_VO_sniper_arrogant_05"	"Je sais apprécier un défi."
"DCG_VO_sniper_arrogant_06"	"Oh, un « défi » ! Comme c'est gentillet."
"DCG_VO_sniper_arrogant_07"	"Des épées et des armures ? Ben voyons."
"DCG_VO_sniper_arrogant_08"	"Je vais transpercer n'importe quelle armure."
"DCG_VO_sniper_arrogant_09"	"Tu pensais vraiment pouvoir gagner ?"
"DCG_VO_sniper_arrogant_10"	"Comme d'habitude, les Keens sont imbattables."
"DCG_VO_sniper_enigmatic_01"	"Le temps presse..."
"DCG_VO_sniper_enigmatic_02"	"Ça devait bien se terminer comme ça..."
"DCG_VO_sniper_enigmatic_03"	"Quand les Keens sont unis, rien ne peut nous arrêter..."
"DCG_VO_sniper_enigmatic_04"	"Les Keens n'ont pas cherché la guerre... nous l'avons juste perfectionnée."
"DCG_VO_sniper_enigmatic_05"	"J'ai une surprise en réserve pour toi."
"DCG_VO_sniper_enigmatic_06"	"Voilà un nouvel artifice sur lequel je travaillais..."
"DCG_VO_sniper_enigmatic_07"	"Tu ne sais peut-être pas de quoi les Keens sont capables."
"DCG_VO_sniper_enigmatic_08"	"J'ai hâte de tuer un dieu..."
"DCG_VO_sniper_enigmatic_09"	"La science battra toujours la magie."
"DCG_VO_sniper_enigmatic_10"	"Brumefer est une source d'inspiration pour nous tous..."
"DCG_VO_sniper_death_01"	"<i>Cris</i>"
"DCG_VO_pugna_intro"	"Le domaine de Tyler cherche à contrôler la magie, à punir quiconque enfreint les lois du Quorum. Je vais leur montrer que certaines choses sont incontrôlables. Et lorsque le domaine de Tyler sera en flammes, je me tournerai vers la Rose éplorée."
"DCG_VO_pugna_crippling_blo"	"J'adore voir mes ennemis s'enfuir en boitant, je peux savourer leurs derniers instants plus longtemps."
"DCG_VO_pugna_nether_ward"	"On peut me dire qu'il y a bien mieux que de regarder un sorcier mourir à petit feu, mais je ne suis pas vraiment convaincu."
"DCG_VO_pugna_use_ability_01"	"Explosion des abîmes !"
"DCG_VO_pugna_use_ability_02"	"Tout finit par s'effondrer, pas vrai ?"
"DCG_VO_pugna_use_ability_03"	"Peu importe ce que tu construis, les abîmes peuvent le détruire."
"DCG_VO_pugna_use_ability_04"	"Des profondeurs des abîmes !"
"DCG_VO_pugna_use_ability_05"	"La force maléfique de l'Oblivion !"
"DCG_VO_pugna_equip_generic_weapon_01"	"À moi !"
"DCG_VO_pugna_equip_generic_weapon_02"	"À moi, à moi, à moi !"
"DCG_VO_pugna_equip_generic_weapon_03"	"Je prends et je prends."
"DCG_VO_pugna_equip_generic_weapon_04"	"J'en ai toujours voulu."
"DCG_VO_pugna_equip_generic_weapon_05"	"Ah ! Mes ennemis vont pleurer."
"DCG_VO_pugna_equip_generic_armor_01"	"À moi ! Tout pour moi !"
"DCG_VO_pugna_equip_generic_armor_02"	"Je veux ça..."
"DCG_VO_pugna_equip_generic_armor_03"	"Ceci me protégera..."
"DCG_VO_pugna_equip_generic_armor_04"	"Je suis toujours prêt à combattre mes ennemis."
"DCG_VO_pugna_equip_generic_armor_05"	"L'Oblivion peut attendre. je veux ÇA et maintenant."
"DCG_VO_pugna_equip_generic_accessory_01"	"Qu'est-ce que ça brille !"
"DCG_VO_pugna_equip_generic_accessory_02"	"Un nouveau jouet."
"DCG_VO_pugna_equip_generic_accessory_03"	"J'ai hâte d'utiliser ça..."
"DCG_VO_pugna_equip_generic_accessory_04"	"Oh, ça va être drôle..."
"DCG_VO_pugna_equip_generic_accessory_05"	"Je décèle de la jalousie dans ton regard..."
"DCG_VO_pugna_kill_rival_01"	"L'Oblivion t'attend !"
"DCG_VO_pugna_kill_rival_02"	"Tu t'attendais à quoi ?"
"DCG_VO_pugna_kill_rival_03"	"L'Oblivion n'attend que toi, imbécile !"
"DCG_VO_pugna_kill_rival_04"	"C'est par les yeux que la vie s'échappe."
"DCG_VO_pugna_kill_rival_05"	"J'ai tout de suite su que tu brûlerais à merveille..."
"DCG_VO_pugna_kill_rival_06"	"La vie est gâchée par les vivants."
"DCG_VO_pugna_kill_rival_07"	"Entre dans l'Oblivion !"
"DCG_VO_pugna_kill_rival_08"	"Ton existence s'achève. L'Oblivion commence !"
"DCG_VO_pugna_kill_rival_09"	"Les abîmes ont faim ! "
"DCG_VO_pugna_kill_rival_10"	"Le corps se désagrège, l'âme est lessivée. "
"DCG_VO_pugna_use_include_01"	"Ta destruction viendra de ta propre main..."
"DCG_VO_pugna_use_include_02"	"Mes vigiles démoniaques !"
"DCG_VO_pugna_use_include_03"	"Vas-y. Lance un sort."
"DCG_VO_pugna_unique_01"	"Oh, mon bel animal ! Ensemble, enfin !"
"DCG_VO_pugna_unique_02"	"Tue pour moi, adorable serpent !"
"DCG_VO_pugna_unique_03"	"Tu m'as manqué, mon cher animal. Tu m'appartiens désormais... à jamais."
"DCG_VO_pugna_unique_04"	"Tu cherches à tuer ton maître, Viper ?"
"DCG_VO_pugna_unique_05"	"Tu m'appartiens Viper, à moi seul..."
"DCG_VO_pugna_unique_06"	"À quoi penses-tu, stupide animal ? Obéis à ton maître !"
"DCG_VO_pugna_unique_07"	"Tu en as fait la promesse à Kanna..."
"DCG_VO_pugna_unique_08"	"Je vais prouver à l'Obscur que je suis bien plus digne que toi !"
"DCG_VO_pugna_unique_09"	"Enfant de l'Obscur, tu n'es rien comparée à moi..."
"DCG_VO_pugna_unique_10"	"Je comprends pourquoi ta fille te déteste autant, Prellex."
"DCG_VO_pugna_unique_11"	"L'Éclat ne mettra jamais pied ici..."
"DCG_VO_pugna_unique_12"	"On n'échappe pas à la mort..."
