"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont e eu discordamos em muitas coisas, mas ele teve a sabedoria de reconhecer os perigos de enfurecer o Vazio Sem Rosto. O Tratado de Claszureme não me anima muito, a cronomancia era bem divertida. Mas sabe o que também é legal? Não destruírem a sua linha temporal."
"DCG_VO_crystal_maiden_intro"	"\"Protetora das Geleiras Devastadas\". Um título e tanto. Na teoria, eu sou responsável por manter a ordem e cumprir a lei, colaborando com o Conclave da Safira em crimes mágicos e protegendo os fracos de maldades de toda sorte. Na prática, ajudo os fazendeiros a consertar cercas. Por isso, decidi tirar um tempo sabático. Além do mais... eu não ia aguentar ficar nas Geleiras. É frio. É chato. Também fiquei sabendo que Lina estava planejando uma visita, então eu tinha mesmo que dar o fora de lá o quanto antes. "
"DCG_VO_crystal_maiden_frostbite_intro"	"Eu não sou como Lina, que sempre resolve as coisas matando todo mundo."
"DCG_VO_crystal_maiden_at_any_cost_intro"	"Eu tenho um monte de histórias da minha irmã para contar. Quase todas sobre como ela é uma máquina incendiária descontrolada."
"DCG_VO_crystal_maiden_firestorm_intro"	"A gente pode meio que se odiar, mas, no fim das contas, se fosse lutar uma guerra, eu gostaria de tê-la ao meu lado."
"DCG_VO_crystal_maiden_equip_generic_weapon_01"	"Brilhante!"
"DCG_VO_crystal_maiden_equip_generic_weapon_02"	"Gostei."
"DCG_VO_crystal_maiden_equip_generic_weapon_03"	"Tarde demais para uma solução pacífica."
"DCG_VO_crystal_maiden_equip_generic_weapon_04"	"Eu estava precisando."
"DCG_VO_crystal_maiden_equip_generic_weapon_05"	"Pronta para lutar."
"DCG_VO_crystal_maiden_equip_generic_armor_01"	"Ótimo! Eu gosto de ficar viva."
"DCG_VO_crystal_maiden_equip_generic_armor_02"	"Melhor prevenir do que remediar."
"DCG_VO_crystal_maiden_equip_generic_armor_03"	"Obrigada, vai me ajudar a durar."
"DCG_VO_crystal_maiden_equip_generic_armor_04"	"Deve funcionar."
"DCG_VO_crystal_maiden_equip_generic_armor_05"	"Já me sinto mais segura."
"DCG_VO_crystal_maiden_equip_generic_accessory_01"	"Isso ia ficar horrível na Lina... Adorei."
"DCG_VO_crystal_maiden_equip_generic_accessory_02"	"Ficou ótimo em mim."
"DCG_VO_crystal_maiden_equip_generic_accessory_03"	"Isso vai ser útil."
"DCG_VO_crystal_maiden_equip_generic_accessory_04"	"Justo o que eu precisava."
"DCG_VO_crystal_maiden_equip_generic_accessory_05"	"Perfeito!"
"DCG_VO_crystal_maiden_kill_rival_01"	"Você já era."
"DCG_VO_crystal_maiden_kill_rival_02"	"Isto não vai acabar bem para você."
"DCG_VO_crystal_maiden_kill_rival_03"	"Desista de uma vez!"
"DCG_VO_crystal_maiden_kill_rival_04"	"Você não vai sair dessa!"
"DCG_VO_crystal_maiden_kill_rival_05"	"Eu vou acabar com você!"
"DCG_VO_crystal_maiden_kill_rival_06"	"A vitória é minha!"
"DCG_VO_crystal_maiden_kill_rival_07"	"Não vou deixar que machuque ninguém!"
"DCG_VO_crystal_maiden_kill_rival_08"	"Eu vou deter você!"
"DCG_VO_crystal_maiden_kill_rival_09"	"Minha nossa, eu finalmente matei alguém!"
"DCG_VO_crystal_maiden_kill_rival_10"	"Se tiver que segurar as pontas, eu seguro."
"DCG_VO_crystal_maiden_use_include_01"	"Nada disso!"
"DCG_VO_crystal_maiden_use_include_02"	"Você não vai machucar ninguém!"
"DCG_VO_crystal_maiden_use_include_03"	"Calminha aí!"
"DCG_VO_crystal_maiden_unique_01"	"Essa magia é por minha conta."
"DCG_VO_crystal_maiden_unique_02"	"Você vem comigo!"
"DCG_VO_crystal_maiden_unique_03"	"Isso acaba agora!"
"DCG_VO_crystal_maiden_unique_04"	"Não esquenta, você não vai sentir nada."
"DCG_VO_crystal_maiden_unique_06"	"Bom, isso era inevitável, né?"
"DCG_VO_crystal_maiden_unique_07"	"Olha, eu entendo... a minha família também me odeia."
"DCG_VO_crystal_maiden_unique_08"	"Lina nem está aqui, mas ainda assim está estragando o meu dia."
"DCG_VO_crystal_maiden_unique_09"	"Disponha!"
"DCG_VO_crystal_maiden_unique_10"	"Nós podemos vencer!"
"DCG_VO_crystal_maiden_unique_11"	"Não podemos desistir!"
"DCG_VO_crystal_maiden_unique_12"	"Ainda não acabou!"
"DCG_VO_crystal_maiden_unique_13"	"Vamos acabar com isso!"
"DCG_VO_crystal_maiden_unique_14"	"Hoje não, Machado."
"DCG_VO_crystal_maiden_unique_15"	"Que ótimo que vocês estão se dando bem."
"DCG_VO_crystal_maiden_unique_16"	"Eu vou chamar reforços!"
"DCG_VO_crystal_maiden_unique_17"	"A cavalaria vem aí!"
"DCG_VO_crystal_maiden_unique_18"	"É, a coisa está feia."
"DCG_VO_crystal_maiden_unique_19"	"Melhor pensar em alguma coisa rápido."
"DCG_VO_crystal_maiden_unique_20"	"Parece que a coisa vai ficar feia."
"DCG_VO_crystal_maiden_healed_01"	"Ahhh."
"DCG_VO_crystal_maiden_healed_02"	"Obrigada!"
"DCG_VO_crystal_maiden_healed_03"	"Agradeço!"
"DCG_VO_crystal_maiden_healed_04"	"Eu precisava disso."
"DCG_VO_crystal_maiden_healed_05"	"Me sinto melhor."
"DCG_VO_crystal_maiden_taunt_generic_01"	"Agora é a nossa vez!"
"DCG_VO_crystal_maiden_taunt_generic_02"	"Vamos vencer!"
"DCG_VO_crystal_maiden_taunt_generic_03"	"Hora de acabar com eles!"
"DCG_VO_crystal_maiden_taunt_generic_04"	"Vamos lá!"
"DCG_VO_crystal_maiden_taunt_generic_05"	"Eu não vou deixar você vencer!"
"DCG_VO_crystal_maiden_taunt_generic_06"	"Eu sou a Donzela Cristalina das Geleiras Devastadas!"
"DCG_VO_crystal_maiden_taunt_generic_07"	"Vocês jamais vencerão!"
"DCG_VO_crystal_maiden_taunt_generic_08"	"Jamais desistiremos!"
"DCG_VO_crystal_maiden_taunt_generic_09"	"Vamos lutar até o fim!"
"DCG_VO_crystal_maiden_taunt_generic_10"	"Este lugar não é para você."
"DCG_VO_crystal_maiden_potential_kill_01"	"Te peguei."
"DCG_VO_crystal_maiden_potential_kill_02"	"Ah, eu só estava me aquecendo."
"DCG_VO_crystal_maiden_potential_kill_03"	"Escapar não vai ser tão fácil."
"DCG_VO_crystal_maiden_potential_kill_04"	"Acha que eu não acabo com você?"
"DCG_VO_crystal_maiden_potential_kill_05"	"Aposto que por essa você não esperava."
"DCG_VO_crystal_maiden_potential_save_01"	"Desculpa aí, prefiro não morrer."
"DCG_VO_crystal_maiden_potential_save_02"	"Não vai rolar."
"DCG_VO_crystal_maiden_potential_save_03"	"Eu não vou morrer hoje."
"DCG_VO_crystal_maiden_potential_save_04"	"Ufa, essa foi por pouco..."
"DCG_VO_crystal_maiden_potential_save_05"	"Você achou que ia me pegar, não achou?"
"DCG_VO_crystal_maiden_permanent_armor_01"	"Hora de me munir."
"DCG_VO_crystal_maiden_permanent_armor_02"	"Ser fatiada não é comigo."
"DCG_VO_crystal_maiden_permanent_armor_03"	"Preciso de resistência."
"DCG_VO_crystal_maiden_permanent_armor_04"	"Preciso me proteger."
"DCG_VO_crystal_maiden_permanent_armor_05"	"Me sinto mais segura."
"DCG_VO_crystal_maiden_permanent_attack_01"	"Preciso de força."
"DCG_VO_crystal_maiden_permanent_attack_02"	"Agora vou bater para valer."
"DCG_VO_crystal_maiden_permanent_attack_03"	"Me sinto mais forte."
"DCG_VO_crystal_maiden_permanent_attack_04"	"Agora sim..."
"DCG_VO_crystal_maiden_permanent_attack_05"	"Vamos ver se eles se metem comigo agora."
"DCG_VO_crystal_maiden_permanent_health_01"	"Me sinto melhor."
"DCG_VO_crystal_maiden_permanent_health_02"	"Quanto mais tempo eu durar, melhor."
"DCG_VO_crystal_maiden_permanent_health_03"	"Eu gosto de ficar viva."
"DCG_VO_crystal_maiden_permanent_health_04"	"Os benefícios de uma vida saudável..."
"DCG_VO_crystal_maiden_permanent_health_05"	"Não é otimismo cego quando você dá conta do recado."
"DCG_VO_crystal_maiden_cast_spell_01"	"Eu te mostro o que sei fazer."
"DCG_VO_crystal_maiden_cast_spell_02"	"Eu tenho uns truques na minha manga."
"DCG_VO_crystal_maiden_cast_spell_03"	"Hora de fazer o que faço de melhor."
"DCG_VO_crystal_maiden_cast_spell_04"	"Eu te mostro o que é bom."
"DCG_VO_crystal_maiden_cast_spell_05"	"Você não está no meu nível."
"DCG_VO_crystal_maiden_cast_spell_06"	"Vamos ver se você se preparou."
"DCG_VO_crystal_maiden_cast_spell_07"	"Olha só."
"DCG_VO_crystal_maiden_cast_spell_08"	"Acha que consegue vencer a gente?"
"DCG_VO_crystal_maiden_cast_spell_09"	"Tem muito mais de onde veio isso."
"DCG_VO_crystal_maiden_cast_spell_10"	"Rá!"
"DCG_VO_crystal_maiden_death_01"	"<i>Grito</i>"
"DCG_VO_skywrath_mage_intro"	"Eu me identifico com Rix. Não é fácil seguir as ordens de um líder que você despreza. Mas eu não posso me dar ao luxo de deflagrar uma rebelião. As apostas são altas demais, então me resta aguardar pelo momento certo... e esperar para estar uma vez mais com a minha amada."
"DCG_VO_skywrath_mage_mystic_flare"	"Dediquei minha vida às artes místicas... mas, enquanto a minha cabeça estava enfiada em livros, minha amada foi traída e expulsa do Ninho de Águia Fantasma. Eu não pude salvá-la... mas enfim consegui o poder para isso."
"DCG_VO_skywrath_mage_strafing_run"	"Galgar o firmamento é mais que uma experiência libertadora: é uma forma eficiente de liquidar os inimigos."
"DCG_VO_skywrath_mage_use_ability_01"	"Bal'lash!"
"DCG_VO_skywrath_mage_use_ability_02"	"Eu enfraquecerei os nossos inimigos..."
"DCG_VO_skywrath_mage_use_ability_03"	"Agora é a hora de atacar!"
"DCG_VO_skywrath_mage_use_ability_04"	"A sua morte é inevitável..."
"DCG_VO_skywrath_mage_use_ability_05"	"Ninguém pode opor à minha vontade..."
"DCG_VO_skywrath_mage_equip_generic_weapon_01"	"Eu sou treinado em todas as formas de combate..."
"DCG_VO_skywrath_mage_equip_generic_weapon_02"	"Eu cumprirei a minha tarefa."
"DCG_VO_skywrath_mage_equip_generic_weapon_03"	"Eu sirvo o Ninho de Espinhos."
"DCG_VO_skywrath_mage_equip_generic_weapon_04"	"Eu esmagarei os nossos inimigos..."
"DCG_VO_skywrath_mage_equip_generic_weapon_05"	"Os nossos inimigos sucumbirão."
"DCG_VO_skywrath_mage_equip_generic_armor_01"	"Eu preciso de proteção."
"DCG_VO_skywrath_mage_equip_generic_armor_02"	"Não adentrarei a batalha sem me preparar."
"DCG_VO_skywrath_mage_equip_generic_armor_03"	"É preciso estar pronto para tudo."
"DCG_VO_skywrath_mage_equip_generic_armor_04"	"Uma escolha sábia."
"DCG_VO_skywrath_mage_equip_generic_armor_05"	"Boa ideia."
"DCG_VO_skywrath_mage_equip_generic_accessory_01"	"Farei bom proveito..."
"DCG_VO_skywrath_mage_equip_generic_accessory_02"	"Mal posso esperar para usar."
"DCG_VO_skywrath_mage_equip_generic_accessory_03"	"Justo o que eu precisava."
"DCG_VO_skywrath_mage_equip_generic_accessory_04"	"Isso serve."
"DCG_VO_skywrath_mage_equip_generic_accessory_05"	"Isso será útil."
"DCG_VO_skywrath_mage_kill_rival_01"	"Você não é páreo para mim!"
"DCG_VO_skywrath_mage_kill_rival_02"	"Você nunca teve chance!"
"DCG_VO_skywrath_mage_kill_rival_03"	"Achou mesmo que poderia me vencer?"
"DCG_VO_skywrath_mage_kill_rival_04"	"Você não me deixou escolha!"
"DCG_VO_skywrath_mage_kill_rival_05"	"Não sinto misericórdia de você!"
"DCG_VO_skywrath_mage_kill_rival_06"	"Você lutou bem, mas não foi o bastante..."
"DCG_VO_skywrath_mage_kill_rival_07"	"Como você poderia estar à altura de um mago do Ninho de Águia Fantasma?"
"DCG_VO_skywrath_mage_kill_rival_08"	"Por ser um opositor digno, você terá a minha misericórdia."
"DCG_VO_skywrath_mage_kill_rival_09"	"A minha rainha faria você sofrer, mas eu não me deleito com o tormento alheio..."
"DCG_VO_skywrath_mage_kill_rival_10"	"Você terá uma morte limpa e rápida."
"DCG_VO_skywrath_mage_use_include_01"	"Compartilhe a luz da agonia!"
"DCG_VO_skywrath_mage_use_include_02"	"Eu darei cabo dos nossos inimigos!"
"DCG_VO_skywrath_mage_use_include_03"	"Relâmpagos místicos!"
"DCG_VO_skywrath_mage_unique_01"	"Mandarei você de volta para o seu mestre!"
"DCG_VO_skywrath_mage_unique_02"	"A Corte de Ristul não tem lugar aqui!"
"DCG_VO_skywrath_mage_unique_03"	"Não temo os lacaios de Nuncamais..."
"DCG_VO_skywrath_mage_unique_04"	"Sinto a ação de magia suja..."
"DCG_VO_skywrath_mage_unique_05"	"A Corte de Ristul deve ser detida."
"DCG_VO_skywrath_mage_unique_06"	"Quem entregaria de bom grado a própria alma à Corte de Ristul?"
"DCG_VO_skywrath_mage_unique_07"	"Meepo, você precisa mudar o rumo da sua vida."
"DCG_VO_skywrath_mage_unique_08"	"Meepo, por que você insiste nessa vida de trambiqueiro?"
"DCG_VO_skywrath_mage_unique_09"	"Muitos te odeiam, Meepo, e com razão... Ainda assim, estranhamente você granjeia a minha simpatia."
"DCG_VO_skywrath_mage_unique_10"	"Os seus jogos acabarão custando caro, Meepo. Tome cuidado."
"DCG_VO_skywrath_mage_unique_11"	"Prellex, a sua filha não está totalmente perdida..."
"DCG_VO_skywrath_mage_unique_12"	"Quando a batalha estiver vencida, você terá que me contar mais sobre os Iluminados..."
"DCG_VO_skywrath_mage_unique_13"	"Ter acesso à pesquisa de Aghanim é um sonho realizado..."
"DCG_VO_skywrath_mage_unique_14"	"Todo esse poder nas minhas mãos..."
"DCG_VO_skywrath_mage_unique_15"	"Você é promissor, jovem sátiro... Fique comigo e o seu treinamento prosseguirá."
"DCG_VO_skywrath_mage_unique_16"	"Criança, faremos coisas magníficas lado a lado..."
"DCG_VO_skywrath_mage_unique_17"	"Você é uma criança brincando com coisas que jamais poderia compreender..."
"DCG_VO_skywrath_mage_unique_18"	"Esqueça os Temidos, Kanna... Você está sendo usada."
"DCG_VO_skywrath_mage_unique_19"	"A sua mãe ama você, Kanna. Não é tarde demais."
"DCG_VO_skywrath_mage_unique_20"	"A busca por poder não lhe trará nada além de sofrimento..."
"DCG_VO_skywrath_mage_healed_01"	"Ahhh."
"DCG_VO_skywrath_mage_healed_02"	"Minha gratidão."
"DCG_VO_skywrath_mage_healed_03"	"Obrigado."
"DCG_VO_skywrath_mage_healed_04"	"Te devo uma."
"DCG_VO_skywrath_mage_healed_05"	"A sua misericórdia não será esquecida."
"DCG_VO_skywrath_mage_taunt_generic_01"	"Ataquem agora!"
"DCG_VO_skywrath_mage_taunt_generic_02"	"Nós traremos vitória e glória!"
"DCG_VO_skywrath_mage_taunt_generic_03"	"Pelo Ninho de Águia Fantasma!"
"DCG_VO_skywrath_mage_taunt_generic_04"	"Nós destruiremos o ancestral deles!"
"DCG_VO_skywrath_mage_taunt_generic_05"	"Eu sirvo a vontade da rainha..."
"DCG_VO_skywrath_mage_taunt_generic_06"	"Eu fui enviado pelo Ninho de Águia Fantasma, e não falharei!"
"DCG_VO_skywrath_mage_taunt_generic_07"	"Em breve, a vitória será nossa."
"DCG_VO_skywrath_mage_taunt_generic_08"	"Não podemos abrir mão da esperança!"
"DCG_VO_skywrath_mage_taunt_generic_09"	"Não há guerra que eu não possa vencer!"
"DCG_VO_skywrath_mage_taunt_generic_10"	"Nós venceremos, é só questão de tempo..."
"DCG_VO_skywrath_mage_potential_kill_01"	"Estou preparado para todos os seus truques..."
"DCG_VO_skywrath_mage_potential_kill_02"	"Você não vencerá este duelo..."
"DCG_VO_skywrath_mage_potential_kill_03"	"Entenda, as suas defesas não são nada contra mim..."
"DCG_VO_skywrath_mage_potential_kill_04"	"Posso eliminar você ao meu bel-prazer."
"DCG_VO_skywrath_mage_potential_kill_05"	"Eu sou, pura e simplesmente, superior a você..."
"DCG_VO_skywrath_mage_potential_save_01"	"Rá!"
"DCG_VO_skywrath_mage_potential_save_02"	"Você descobrirá que eu não sou presa fácil..."
"DCG_VO_skywrath_mage_potential_save_03"	"Eu não sobrevivi à traição dos nobres para sucumbir perante alguém como você..."
"DCG_VO_skywrath_mage_potential_save_04"	"Um esforço digno, ainda que fútil."
"DCG_VO_skywrath_mage_potential_save_05"	"Você terá que se empenhar mais."
"DCG_VO_skywrath_mage_permanent_armor_01"	"A minha magia me protege..."
"DCG_VO_skywrath_mage_permanent_armor_02"	"Ninguém vai me ferir..."
"DCG_VO_skywrath_mage_permanent_armor_03"	"Preciso me preparar para qualquer coisa."
"DCG_VO_skywrath_mage_permanent_armor_04"	"Os meus inimigos são muitos, tenho de me preparar."
"DCG_VO_skywrath_mage_permanent_armor_05"	"Pronto para a guerra."
"DCG_VO_skywrath_mage_permanent_attack_01"	"Eu sou a força do Ninho de Espinhos..."
"DCG_VO_skywrath_mage_permanent_attack_02"	"O meu poder aumenta..."
"DCG_VO_skywrath_mage_permanent_attack_03"	"Dia a dia o meu poder aumenta..."
"DCG_VO_skywrath_mage_permanent_attack_04"	"As minhas garras e o meu espírito estão mais afiados que nunca..."
"DCG_VO_skywrath_mage_permanent_attack_05"	"Sinto o poder correr por mim..."
"DCG_VO_skywrath_mage_permanent_health_01"	"Descansado e preparado."
"DCG_VO_skywrath_mage_permanent_health_02"	"Um corpo saudável sustém uma mente sã."
"DCG_VO_skywrath_mage_permanent_health_03"	"Eu planarei acima do campo de batalha..."
"DCG_VO_skywrath_mage_permanent_health_04"	"Serei um exemplo para os meus homens..."
"DCG_VO_skywrath_mage_permanent_health_05"	"Quero vê-los tentando me matar agora..."
"DCG_VO_skywrath_mage_cast_spell_01"	"Para alguns, isso é impossível. Para mim, é um truque de salão..."
"DCG_VO_skywrath_mage_cast_spell_02"	"O meu poder é vasto..."
"DCG_VO_skywrath_mage_cast_spell_03"	"Vamos ver o que o futuro reserva..."
"DCG_VO_skywrath_mage_cast_spell_04"	"O poder de Scree'auk não deve ser subestimado..."
"DCG_VO_skywrath_mage_cast_spell_05"	"Um truque simples, mas eficiente..."
"DCG_VO_skywrath_mage_cast_spell_06"	"Isso não é nem uma gota de toda a minha capacidade..."
"DCG_VO_skywrath_mage_cast_spell_07"	"A magia tudo pode..."
"DCG_VO_skywrath_mage_cast_spell_08"	"Permita-me mostrar com quem você está lidando..."
"DCG_VO_skywrath_mage_cast_spell_09"	"Talvez você precise de uma lembrança do meu poder..."
"DCG_VO_skywrath_mage_cast_spell_10"	"Você se arrependerá do dia em que decidiu lutar contra nós..."
"DCG_VO_skywrath_mage_buff_ally_01"	"Seja forte, colega..."
"DCG_VO_skywrath_mage_buff_ally_02"	"Estamos lutando juntos..."
"DCG_VO_skywrath_mage_buff_ally_03"	"É preciso ajudar um ao outro..."
"DCG_VO_skywrath_mage_buff_ally_04"	"O meu poder também é seu..."
"DCG_VO_skywrath_mage_buff_ally_05"	"Permita-me oferecer auxílio..."
"DCG_VO_skywrath_mage_buff_ally_06"	"Amigo é para essas coisas."
"DCG_VO_skywrath_mage_buff_ally_07"	"Para vencer, temos de nos unir..."
"DCG_VO_skywrath_mage_buff_ally_08"	"Eu posso lhe dar o poder que você precisa."
"DCG_VO_skywrath_mage_buff_ally_09"	"Por sorte eu sou seu aliado..."
"DCG_VO_skywrath_mage_buff_ally_10"	"A sua decisão de me escolher como aliado foi sábia..."
"DCG_VO_skywrath_mage_debuff_enemy_01"	"Eu sou a sua ruína!"
"DCG_VO_skywrath_mage_debuff_enemy_02"	"O seu intuito era me assustar?"
"DCG_VO_skywrath_mage_debuff_enemy_03"	"Você não se compara a mim..."
"DCG_VO_skywrath_mage_debuff_enemy_04"	"Eu cuido disso!"
"DCG_VO_skywrath_mage_debuff_enemy_05"	"Esse aqui é comigo!"
"DCG_VO_skywrath_mage_debuff_enemy_06"	"Você não tem tanto poder quanto supõe..."
"DCG_VO_skywrath_mage_debuff_enemy_07"	"O seu ego é injustificável..."
"DCG_VO_skywrath_mage_debuff_enemy_08"	"Você fala, fala, mas não tem como cumprir o que diz..."
"DCG_VO_skywrath_mage_debuff_enemy_09"	"Ameaças vazias não me impressionam..."
"DCG_VO_skywrath_mage_debuff_enemy_10"	"Você não me assusta..."
"DCG_VO_skywrath_mage_single_target_damage_01"	"Um alvo fácil de ser eliminado..."
"DCG_VO_skywrath_mage_single_target_damage_02"	"Você não me quer como inimigo..."
"DCG_VO_skywrath_mage_single_target_damage_03"	"Lutarei até o meu último suspiro!"
"DCG_VO_skywrath_mage_single_target_damage_04"	"Vem encarar!"
"DCG_VO_skywrath_mage_single_target_damage_05"	"Eu te desafio!"
"DCG_VO_skywrath_mage_single_target_damage_06"	"Isso é entre nós..."
"DCG_VO_skywrath_mage_single_target_damage_07"	"Você jamais me venceria..."
"DCG_VO_skywrath_mage_single_target_damage_08"	"Eu dito o fluxo da batalha..."
"DCG_VO_skywrath_mage_single_target_damage_09"	"Lutaremos nos meus termos!"
"DCG_VO_skywrath_mage_single_target_damage_10"	"Vamos ver como você lida com isso..."
"DCG_VO_skywrath_mage_multi_damage_small_01"	"Derramarei o oblívio sobre os nossos inimigos..."
"DCG_VO_skywrath_mage_multi_damage_small_02"	"Não se preocupe com esses lacaios..."
"DCG_VO_skywrath_mage_multi_damage_small_03"	"Deixe os lacaios comigo..."
"DCG_VO_skywrath_mage_multi_damage_small_04"	"Não me importa quantos inimigos enfrentamos..."
"DCG_VO_skywrath_mage_multi_damage_small_05"	"Uma desvantagem numérica não é o fim de tudo..."
"DCG_VO_skywrath_mage_multi_damage_small_06"	"Vocês acham que eu tenho medo?"
"DCG_VO_skywrath_mage_multi_damage_small_07"	"Eu cuidarei deles!"
"DCG_VO_skywrath_mage_multi_damage_small_08"	"Hora de um pequeno sobrevoo..."
"DCG_VO_skywrath_mage_multi_damage_small_09"	"Farei o possível."
"DCG_VO_skywrath_mage_multi_damage_small_10"	"Eu vou amaciá-los."
"DCG_VO_skywrath_mage_multi_damage_large_01"	"SINTAM A MINHA FÚRIA!"
"DCG_VO_skywrath_mage_multi_damage_large_02"	"EU OS DESTRUIREI TODOS!"
"DCG_VO_skywrath_mage_multi_damage_large_03"	"Scree'auk, dai-me forças para destruir os meus inimigos!"
"DCG_VO_skywrath_mage_multi_damage_large_04"	"Contemplem o meu poder!"
"DCG_VO_skywrath_mage_multi_damage_large_05"	"Este é o poder do Ninho de Águia Fantasma!"
"DCG_VO_skywrath_mage_multi_damage_large_06"	"Eu matarei todos eles."
"DCG_VO_skywrath_mage_multi_damage_large_07"	"Um, mil... Para mim, não faz diferença nenhuma."
"DCG_VO_skywrath_mage_multi_damage_large_08"	"Eu os farei em pedaços."
"DCG_VO_skywrath_mage_multi_damage_large_09"	"Eu conterei o avanço."
"DCG_VO_skywrath_mage_multi_damage_large_10"	"VOCÊS JAMAIS DEVIAM TER ME DESAFIADO!"
"DCG_VO_skywrath_mage_pleased_01"	"Ótimo."
"DCG_VO_skywrath_mage_pleased_02"	"Aceitável."
"DCG_VO_skywrath_mage_pleased_03"	"Incrível."
"DCG_VO_skywrath_mage_pleased_04"	"Um deleite!"
