"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_zeus_arrogant_03"	"¡Te falta preparación para luchar contra un dios!"
"DCG_VO_zeus_arrogant_04"	"No mereces morir a mis manos."
"DCG_VO_zeus_arrogant_05"	"Alégrate, porque hoy es el día en que Zeus va a acabar contigo."
"DCG_VO_zeus_arrogant_06"	"Es un honor recibir mis golpes."
"DCG_VO_zeus_arrogant_07"	"Si me suplicas, puede que me abstenga de destruir tu hogar."
"DCG_VO_zeus_arrogant_08"	"No merece la pena el esfuerzo..."
"DCG_VO_zeus_arrogant_09"	"¿De verdad pensabas sobrevivir a esta batalla?"
"DCG_VO_zeus_arrogant_10"	"Qué optimistas, e ingenuos, son los humanos..."
"DCG_VO_zeus_enigmatic_01"	"Quién sabe cuál será la voluntad de un dios."
"DCG_VO_zeus_enigmatic_02"	"Hago lo que quiero, cuando quiero..."
"DCG_VO_zeus_enigmatic_03"	"El poder de un dios no conoce límites..."
"DCG_VO_zeus_enigmatic_04"	"Hay determinados misterios que solo un dios puede comprender..."
"DCG_VO_zeus_enigmatic_05"	"Mis conocimientos son extensos..."
"DCG_VO_zeus_enigmatic_06"	"Mi poder es infinito..."
"DCG_VO_zeus_enigmatic_07"	"Mi voluntad es inquebrantable..."
"DCG_VO_zeus_enigmatic_08"	"Entretenedme, mortales..."
"DCG_VO_zeus_enigmatic_09"	"Zeus viene preparado..."
"DCG_VO_zeus_enigmatic_10"	"Las cosas jamás serán iguales..."
"DCG_VO_zeus_death_01"	"<i>Gritos</i>"
"DCG_VO_crystal_maiden_intro"	"«Guardiana de Icewrack», qué título más pomposo. En teoría significa que soy la responsable de mantener la ley y el orden, colaborar con el Cónclave de Zafiro para resolver crímenes mágicos y proteger a los más vulnerables de todo tipo de males. Sin embargo, en la práctica, me dedico a ayudar a los agricultores a colocar vallas. Así que me he tomado un permiso sabático. Además... no podía quedarme en Icewrack. Hace frío y es aburrido. Y para colmo me enteré de que mi hermana quería venir de visita, así que más razón para largarme de allí. "
"DCG_VO_crystal_maiden_frostbite_intro"	"A diferencia de Lina, me gusta encontrar soluciones que no implican matar a todo el mundo."
"DCG_VO_crystal_maiden_at_any_cost_intro"	"Se pueden decir muchas cosas de mi hermana. La mayoría acerca del hecho de que la consume la ira y va por ahí abrasando todo lo que pilla."
"DCG_VO_crystal_maiden_firestorm_intro"	"No nos llevamos muy bien, pero si algún día me tocara luchar en una guerra, querría que estuviera de mi lado."
"DCG_VO_crystal_maiden_equip_generic_weapon_01"	"¡Cómo brilla!"
"DCG_VO_crystal_maiden_equip_generic_weapon_02"	"Me gusta."
"DCG_VO_crystal_maiden_equip_generic_weapon_03"	"Y yo que quería una solución pacífica."
"DCG_VO_crystal_maiden_equip_generic_weapon_04"	"Necesitaba esto."
"DCG_VO_crystal_maiden_equip_generic_weapon_05"	"¡Estoy lista para luchar!"
"DCG_VO_crystal_maiden_equip_generic_armor_01"	"¡Genial! No me gusta morir."
"DCG_VO_crystal_maiden_equip_generic_armor_02"	"Más vale prevenir que curar."
"DCG_VO_crystal_maiden_equip_generic_armor_03"	"Me vendrá bien. Quiero seguir con vida."
"DCG_VO_crystal_maiden_equip_generic_armor_04"	"Esto servirá."
"DCG_VO_crystal_maiden_equip_generic_armor_05"	"Ya me siento más segura."
"DCG_VO_crystal_maiden_equip_generic_accessory_01"	"Esto le quedaría fatal a Lina... ¡Me encanta!"
"DCG_VO_crystal_maiden_equip_generic_accessory_02"	"Esto me queda genial."
"DCG_VO_crystal_maiden_equip_generic_accessory_03"	"Usaré esto."
"DCG_VO_crystal_maiden_equip_generic_accessory_04"	"Justo lo que necesito."
"DCG_VO_crystal_maiden_equip_generic_accessory_05"	"¡Perfecto!"
"DCG_VO_crystal_maiden_kill_rival_01"	"¡Voy a acabar contigo!"
"DCG_VO_crystal_maiden_kill_rival_02"	"Esto no va a acabar bien para ti."
"DCG_VO_crystal_maiden_kill_rival_03"	"¡Ríndete de una vez!"
"DCG_VO_crystal_maiden_kill_rival_04"	"¡No saldrás de esta!"
"DCG_VO_crystal_maiden_kill_rival_05"	"¡Te voy a aniquilar!"
"DCG_VO_crystal_maiden_kill_rival_06"	"¡Esta batalla está ganada!"
"DCG_VO_crystal_maiden_kill_rival_07"	"¡No dejaré que le hagas daño a nadie!"
"DCG_VO_crystal_maiden_kill_rival_08"	"¡Te voy a parar los pies!"
"DCG_VO_crystal_maiden_kill_rival_09"	"¡Dios mío, por fin voy a matar a alguien!"
"DCG_VO_crystal_maiden_kill_rival_10"	"No te preocupes, que me mantendré firme."
"DCG_VO_crystal_maiden_use_include_01"	"Me parece que no."
"DCG_VO_crystal_maiden_use_include_02"	"¡No vas a hacerle daño a nadie!"
"DCG_VO_crystal_maiden_use_include_03"	"¡No tan rápido!"
"DCG_VO_crystal_maiden_unique_01"	"Este hechizo te lo doy gratis."
"DCG_VO_crystal_maiden_unique_02"	"¡Te vas a venir conmigo!"
"DCG_VO_crystal_maiden_unique_03"	"¡Voy a acabar con esto de una vez!"
"DCG_VO_crystal_maiden_unique_04"	"No te preocupes, apenas sentirás nada."
"DCG_VO_crystal_maiden_unique_06"	"Era inevitable, ¿verdad?"
"DCG_VO_crystal_maiden_unique_07"	"Lo entiendo, mi familia también me odia."
"DCG_VO_crystal_maiden_unique_08"	"Aun sin estar aquí, Lina ha conseguido arruinarme el día."
"DCG_VO_crystal_maiden_unique_09"	"¡De nada!"
"DCG_VO_crystal_maiden_unique_10"	"¡Podemos ganar!"
"DCG_VO_crystal_maiden_unique_11"	"¡No nos podemos rendir ahora!"
"DCG_VO_crystal_maiden_unique_12"	"¡Esto aún no ha terminado!"
"DCG_VO_crystal_maiden_unique_13"	"¡Acabemos con esto!"
"DCG_VO_crystal_maiden_unique_14"	"Hoy no, Ax."
"DCG_VO_crystal_maiden_unique_15"	"Me alegra que estéis haciendo las paces."
"DCG_VO_crystal_maiden_unique_16"	"¡Pediré refuerzos!"
"DCG_VO_crystal_maiden_unique_17"	"¡Traigo refuerzos!"
"DCG_VO_crystal_maiden_unique_18"	"Vaya, esto pinta mal."
"DCG_VO_crystal_maiden_unique_19"	"Más vale que se me ocurra algo rápido."
"DCG_VO_crystal_maiden_unique_20"	"Esto no tiene buena pinta."
"DCG_VO_crystal_maiden_healed_01"	"Aaah."
"DCG_VO_crystal_maiden_healed_02"	"¡Gracias!"
"DCG_VO_crystal_maiden_healed_03"	"¡Te lo agradezco!"
"DCG_VO_crystal_maiden_healed_04"	"Lo necesitaba."
"DCG_VO_crystal_maiden_healed_05"	"Ya me siento mejor."
"DCG_VO_crystal_maiden_taunt_generic_01"	"¡Ha llegado nuestro momento!"
"DCG_VO_crystal_maiden_taunt_generic_02"	"¡Vayamos a por la victoria!"
"DCG_VO_crystal_maiden_taunt_generic_03"	"¡Acabemos con ellos!"
"DCG_VO_crystal_maiden_taunt_generic_04"	"¡Adelante!"
"DCG_VO_crystal_maiden_taunt_generic_05"	"¡No permitiré que ganes!"
"DCG_VO_crystal_maiden_taunt_generic_06"	"¡Soy la Doncella Glacial de Icewrack!"
"DCG_VO_crystal_maiden_taunt_generic_07"	"¡Jamás ganarás!"
"DCG_VO_crystal_maiden_taunt_generic_08"	"¡No nos rendiremos!"
"DCG_VO_crystal_maiden_taunt_generic_09"	"¡Lucharemos hasta el final!"
"DCG_VO_crystal_maiden_taunt_generic_10"	"Esto te viene grande."
"DCG_VO_crystal_maiden_potential_kill_01"	"Ya te tengo..."
"DCG_VO_crystal_maiden_potential_kill_02"	"Solo estaba calentando."
"DCG_VO_crystal_maiden_potential_kill_03"	"No vas a huir de mí tan fácilmente."
"DCG_VO_crystal_maiden_potential_kill_04"	"¿Crees que no te puedo matar?"
"DCG_VO_crystal_maiden_potential_kill_05"	"Seguro que no lo has visto venir..."
"DCG_VO_crystal_maiden_potential_save_01"	"Lo siento, pero no me gusta morir."
"DCG_VO_crystal_maiden_potential_save_02"	"Sí... no."
"DCG_VO_crystal_maiden_potential_save_03"	"No voy a morir hoy."
"DCG_VO_crystal_maiden_potential_save_04"	"¡Uf! Ha estado cerca..."
"DCG_VO_crystal_maiden_potential_save_05"	"Pensabas que ibas a acabar conmigo, ¿verdad?"
"DCG_VO_crystal_maiden_permanent_armor_01"	"Debo ganar fuerza."
"DCG_VO_crystal_maiden_permanent_armor_02"	"No me gusta que me rajen."
"DCG_VO_crystal_maiden_permanent_armor_03"	"Tengo que ser más fuerte."
"DCG_VO_crystal_maiden_permanent_armor_04"	"Tengo que protegerme."
"DCG_VO_crystal_maiden_permanent_armor_05"	"Me siento más segura."
"DCG_VO_crystal_maiden_permanent_attack_01"	"Necesito ganar fuerza."
"DCG_VO_crystal_maiden_permanent_attack_02"	"Ahora atacaré con más fuerza."
"DCG_VO_crystal_maiden_permanent_attack_03"	"Me siento más fuerte."
"DCG_VO_crystal_maiden_permanent_attack_04"	"Vale..."
"DCG_VO_crystal_maiden_permanent_attack_05"	"A ver si intentan hacerme daño ahora."
"DCG_VO_crystal_maiden_permanent_health_01"	"Me siento más sana."
"DCG_VO_crystal_maiden_permanent_health_02"	"Cuanto más tiempo aguante, mejor."
"DCG_VO_crystal_maiden_permanent_health_03"	"No me gusta morir."
"DCG_VO_crystal_maiden_permanent_health_04"	"Ventajas de una vida sana..."
"DCG_VO_crystal_maiden_permanent_health_05"	"No es optimismo ciego si tienes con qué respaldarlo."
"DCG_VO_crystal_maiden_cast_spell_01"	"Te enseñaré de lo que soy capaz."
"DCG_VO_crystal_maiden_cast_spell_02"	"Tengo varios ases en la manga."
"DCG_VO_crystal_maiden_cast_spell_03"	"Hora de hacer mi especialidad."
"DCG_VO_crystal_maiden_cast_spell_04"	"Vas a ver de lo que soy capaz."
"DCG_VO_crystal_maiden_cast_spell_05"	"No estás a mi nivel."
"DCG_VO_crystal_maiden_cast_spell_06"	"Te falta preparación para esto."
"DCG_VO_crystal_maiden_cast_spell_07"	"Observa esto."
"DCG_VO_crystal_maiden_cast_spell_08"	"¿Crees que puedes vencernos?"
"DCG_VO_crystal_maiden_cast_spell_09"	"Aún me queda mucho más por repartir."
"DCG_VO_crystal_maiden_cast_spell_10"	"¡Ja!"
"DCG_VO_crystal_maiden_death_01"	"<i>Gritos</i>"
"DCG_VO_skywrath_mage_intro"	"Entiendo a Rix, y es que no es fácil seguir las órdenes de un líder al que desprecias. Sin embargo, yo no tengo el lujo de poder organizar una rebelión. Hay mucho en juego y por eso debo esperar a que llegue la oportunidad adecuada... y que me permita reunirme con mi amada."
"DCG_VO_skywrath_mage_mystic_flare"	"He dedicado mi vida a las artes místicas. Pero mientras estaba sumergido entre libros, traicionaron a mi amada y la expulsaron del Nido Espectral. Entonces no pude salvarla, pero ahora ya sí que tengo el poder necesario para hacerlo."
"DCG_VO_skywrath_mage_strafing_run"	"Levantarse por los aires no es solo una experiencia liberadora, sino también una manera eficaz de deshacerse de los enemigos."
"DCG_VO_skywrath_mage_use_ability_01"	"¡Toma!"
"DCG_VO_skywrath_mage_use_ability_02"	"Debilitaré a nuestros enemigos..."
"DCG_VO_skywrath_mage_use_ability_03"	"¡Es el momento de atacar!"
"DCG_VO_skywrath_mage_use_ability_04"	"Tu muerte es inevitable..."
"DCG_VO_skywrath_mage_use_ability_05"	"Nadie puede oponerse a mi voluntad..."
"DCG_VO_skywrath_mage_equip_generic_weapon_01"	"Soy un experto en todo tipo de artes marciales..."
"DCG_VO_skywrath_mage_equip_generic_weapon_02"	"Cumpliré con mi deber."
"DCG_VO_skywrath_mage_equip_generic_weapon_03"	"Sirvo al Nido de espinas."
"DCG_VO_skywrath_mage_equip_generic_weapon_04"	"Aplastaré a nuestros enemigos..."
"DCG_VO_skywrath_mage_equip_generic_weapon_05"	"Nuestros enemigos caerán."
"DCG_VO_skywrath_mage_equip_generic_armor_01"	"Debo protegerme."
"DCG_VO_skywrath_mage_equip_generic_armor_02"	"Es mejor no luchar si no estás preparado."
"DCG_VO_skywrath_mage_equip_generic_armor_03"	"Debo estar preparado para lo que sea."
"DCG_VO_skywrath_mage_equip_generic_armor_04"	"Una sabia decisión."
"DCG_VO_skywrath_mage_equip_generic_armor_05"	"Buena idea."
"DCG_VO_skywrath_mage_equip_generic_accessory_01"	"Usaré esto también..."
"DCG_VO_skywrath_mage_equip_generic_accessory_02"	"Me entusiasma poder usar esto."
"DCG_VO_skywrath_mage_equip_generic_accessory_03"	"Justo lo que necesito."
"DCG_VO_skywrath_mage_equip_generic_accessory_04"	"Esto me irá bien."
"DCG_VO_skywrath_mage_equip_generic_accessory_05"	"Esto me vendrá bien."
"DCG_VO_skywrath_mage_kill_rival_01"	"¡No estás a mi altura!"
"DCG_VO_skywrath_mage_kill_rival_02"	"¡No tenías ninguna posibilidad!"
"DCG_VO_skywrath_mage_kill_rival_03"	"¿Creías que podías vencerme?"
"DCG_VO_skywrath_mage_kill_rival_04"	"¡No me dejas otra elección!"
"DCG_VO_skywrath_mage_kill_rival_05"	"¡No voy a tener piedad contigo!"
"DCG_VO_skywrath_mage_kill_rival_06"	"Has luchado con ganas, pero no ha sido suficiente..."
"DCG_VO_skywrath_mage_kill_rival_07"	"¿Crees que puedes estar a la altura del poder de un mago del Nido Espectral?"
"DCG_VO_skywrath_mage_kill_rival_08"	"Eres un rival digno, y por eso me voy a apiadar de ti."
"DCG_VO_skywrath_mage_kill_rival_09"	"Mi reina quiere que sufras, pero no me gusta atormentar a los demás..."
"DCG_VO_skywrath_mage_kill_rival_10"	"Tu muerte será limpia y rápida."
"DCG_VO_skywrath_mage_use_include_01"	"¡Siente la luz de la agonía!"
"DCG_VO_skywrath_mage_use_include_02"	"¡Derribaré a nuestros enemigos!"
"DCG_VO_skywrath_mage_use_include_03"	"¡Destello Místico!"
"DCG_VO_skywrath_mage_unique_01"	"¡Te enviaré de vuelta con tu maestro!"
"DCG_VO_skywrath_mage_unique_02"	"¡Este no es el lugar de la Corte de Ristul!"
"DCG_VO_skywrath_mage_unique_03"	"No me dan miedo los peones de Nevermore..."
"DCG_VO_skywrath_mage_unique_04"	"Siento una magia infame..."
"DCG_VO_skywrath_mage_unique_05"	"Hay que detener a la Corte de Ristul."
"DCG_VO_skywrath_mage_unique_06"	"¿Quién entregaría a propósito su alma a la Corte de Ristul?"
"DCG_VO_skywrath_mage_unique_07"	"Mipo, tienes que cambiar tu vida."
"DCG_VO_skywrath_mage_unique_08"	"¿Por qué insistes en dedicarte a timar a la gente, Mipo?"
"DCG_VO_skywrath_mage_unique_09"	"Muchos te odian y con razón, Mipo, pero por algún motivo me resultas fascinante."
"DCG_VO_skywrath_mage_unique_10"	"Acabarás pagando por tus jugarretas, Mipo. Ándate con ojo."
"DCG_VO_skywrath_mage_unique_11"	"Prélex, tu hija todavía puede redimirse..."
"DCG_VO_skywrath_mage_unique_12"	"Cuando la victoria sea nuestra, debes contarme más sobre el Resplandor..."
"DCG_VO_skywrath_mage_unique_13"	"Poder acceder al estudio de Aghanim es un sueño hecho realidad."
"DCG_VO_skywrath_mage_unique_14"	"Tener semejante poder al alcance de mi mano..."
"DCG_VO_skywrath_mage_unique_15"	"Prometes, joven sátira. Quédate a mi lado y podrás formarte conmigo."
"DCG_VO_skywrath_mage_unique_16"	"Juntos podemos hacer cosas maravillosas, muchacha..."
"DCG_VO_skywrath_mage_unique_17"	"Te estás metiendo en cosas que no entiendes, muchacha..."
"DCG_VO_skywrath_mage_unique_18"	"Olvídate de servir a la Oscuridad, Kanna. Te están utilizando."
"DCG_VO_skywrath_mage_unique_19"	"Tu madre te quiere, Kanna. Todavía no es demasiado tarde."
"DCG_VO_skywrath_mage_unique_20"	"Tus ansias de poder no te van a traer más que miserias..."
"DCG_VO_skywrath_mage_healed_01"	"Aaah."
"DCG_VO_skywrath_mage_healed_02"	"Te lo agradezco."
"DCG_VO_skywrath_mage_healed_03"	"Gracias."
"DCG_VO_skywrath_mage_healed_04"	"Te debo una."
"DCG_VO_skywrath_mage_healed_05"	"No olvidaré tu clemencia."
"DCG_VO_skywrath_mage_taunt_generic_01"	"¡Ahora!"
"DCG_VO_skywrath_mage_taunt_generic_02"	"¡La victoria y la gloria serán nuestras!"
"DCG_VO_skywrath_mage_taunt_generic_03"	"¡Por el Nido Espectral!"
"DCG_VO_skywrath_mage_taunt_generic_04"	"¡Derribaremos su Torre Ancestral!"
"DCG_VO_skywrath_mage_taunt_generic_05"	"Sirvo a la reina..."
"DCG_VO_skywrath_mage_taunt_generic_06"	"Me envía el Nido Espectral y no fallaré."
"DCG_VO_skywrath_mage_taunt_generic_07"	"Pronto la victoria será nuestra."
"DCG_VO_skywrath_mage_taunt_generic_08"	"¡No podemos perder la esperanza!"
"DCG_VO_skywrath_mage_taunt_generic_09"	"¡Puedo ganar cualquier guerra!"
"DCG_VO_skywrath_mage_taunt_generic_10"	"Ganaremos. Es cuestión de tiempo."
"DCG_VO_skywrath_mage_potential_kill_01"	"Tengo respuesta para todos tus trucos."
"DCG_VO_skywrath_mage_potential_kill_02"	"No ganarás este duelo..."
"DCG_VO_skywrath_mage_potential_kill_03"	"¡Por favor! Tus defensas no significan nada para mí..."
"DCG_VO_skywrath_mage_potential_kill_04"	"Puedo acabar contigo en cuanto me plazca."
"DCG_VO_skywrath_mage_potential_kill_05"	"Soy mejor que tú, ni más ni menos..."
"DCG_VO_skywrath_mage_potential_save_01"	"¡Ja!"
"DCG_VO_skywrath_mage_potential_save_02"	"Vas a ver que no soy presa fácil."
"DCG_VO_skywrath_mage_potential_save_03"	"No he sobrevivido a una traición de la nobleza para que me mate alguien como tú..."
"DCG_VO_skywrath_mage_potential_save_04"	"Un esfuerzo admirable, pero inútil."
"DCG_VO_skywrath_mage_potential_save_05"	"Tienes que esforzarte más."
"DCG_VO_skywrath_mage_permanent_armor_01"	"Mi magia me protege..."
"DCG_VO_skywrath_mage_permanent_armor_02"	"Nadie puede hacerme daño..."
"DCG_VO_skywrath_mage_permanent_armor_03"	"Tengo que prepararme para lo que sea."
"DCG_VO_skywrath_mage_permanent_armor_04"	"Tengo muchos enemigos, debo estar preparado."
"DCG_VO_skywrath_mage_permanent_armor_05"	"Listo para la guerra."
"DCG_VO_skywrath_mage_permanent_attack_01"	"Soy el puño del Nido de espinas..."
"DCG_VO_skywrath_mage_permanent_attack_02"	"Mi poder aumenta..."
"DCG_VO_skywrath_mage_permanent_attack_03"	"Me vuelvo más fuerte cada día..."
"DCG_VO_skywrath_mage_permanent_attack_04"	"Mis garras y mi ingenio son mejores que nunca..."
"DCG_VO_skywrath_mage_permanent_attack_05"	"Siento cómo corre el poder por mis venas..."
"DCG_VO_skywrath_mage_permanent_health_01"	"Estoy descansado y preparado."
"DCG_VO_skywrath_mage_permanent_health_02"	"Mens sana in corpore sano."
"DCG_VO_skywrath_mage_permanent_health_03"	"Me elevaré en el campo de batalla..."
"DCG_VO_skywrath_mage_permanent_health_04"	"Seré un ejemplo para mis hombres..."
"DCG_VO_skywrath_mage_permanent_health_05"	"A ver si intentan matarme ahora..."
"DCG_VO_skywrath_mage_cast_spell_01"	"Para algunos, esto es imposible. Para mí, es un truco de lo más sencillo..."
"DCG_VO_skywrath_mage_cast_spell_02"	"Mi poder es increíble..."
"DCG_VO_skywrath_mage_cast_spell_03"	"Veamos qué nos depara el futuro..."
"DCG_VO_skywrath_mage_cast_spell_04"	"Nadie debería subestimar el poder de Scree'auk."
"DCG_VO_skywrath_mage_cast_spell_05"	"Un truco sencillo, pero eficaz..."
"DCG_VO_skywrath_mage_cast_spell_06"	"Esto es solo una pequeña muestra de lo que soy capaz."
"DCG_VO_skywrath_mage_cast_spell_07"	"La magia puede con todo..."
"DCG_VO_skywrath_mage_cast_spell_08"	"Te enseñaré a quién te estás enfrentando..."
"DCG_VO_skywrath_mage_cast_spell_09"	"Quizás necesites un recordatorio de mi poder..."
"DCG_VO_skywrath_mage_cast_spell_10"	"Lamentarás el día en que decidiste luchar contra nosotros..."
"DCG_VO_skywrath_mage_buff_ally_01"	"Sé fuerte..."
"DCG_VO_skywrath_mage_buff_ally_02"	"Somos un equipo..."
"DCG_VO_skywrath_mage_buff_ally_03"	"Tenemos que protegernos entre nosotros..."
"DCG_VO_skywrath_mage_buff_ally_04"	"Te prestaré mi poder..."
"DCG_VO_skywrath_mage_buff_ally_05"	"Permíteme que te ayude..."
"DCG_VO_skywrath_mage_buff_ally_06"	"¿Para qué están los amigos?..."
"DCG_VO_skywrath_mage_buff_ally_07"	"Debemos trabajar en equipo para ganar..."
"DCG_VO_skywrath_mage_buff_ally_08"	"Puedo darte el poder que necesitas."
"DCG_VO_skywrath_mage_buff_ally_09"	"Menos mal que soy tu aliado..."
"DCG_VO_skywrath_mage_buff_ally_10"	"Haces bien en tenerme de aliado..."
"DCG_VO_skywrath_mage_debuff_enemy_01"	"¡Voy a ser tu fin!"
"DCG_VO_skywrath_mage_debuff_enemy_02"	"¿Crees que puedes asustarme?"
"DCG_VO_skywrath_mage_debuff_enemy_03"	"No estás a mi altura..."
"DCG_VO_skywrath_mage_debuff_enemy_04"	"¡Yo me ocupo!"
"DCG_VO_skywrath_mage_debuff_enemy_05"	"¡Déjamelo a mí!"
"DCG_VO_skywrath_mage_debuff_enemy_06"	"No eres tan fuerte como pensabas..."
"DCG_VO_skywrath_mage_debuff_enemy_07"	"Te lo tienes muy creído..."
"DCG_VO_skywrath_mage_debuff_enemy_08"	"Hablas mucho, pero no me has demostrado nada..."
"DCG_VO_skywrath_mage_debuff_enemy_09"	"No me impresionan tus amenazas vacías..."
"DCG_VO_skywrath_mage_debuff_enemy_10"	"No me asustas..."
"DCG_VO_skywrath_mage_single_target_damage_01"	"Puedo deshacerme de este en un abrir y cerrar de ojos..."
"DCG_VO_skywrath_mage_single_target_damage_02"	"No me quieres de enemigo..."
"DCG_VO_skywrath_mage_single_target_damage_03"	"¡Lucharé hasta mi último aliento!"
"DCG_VO_skywrath_mage_single_target_damage_04"	"¡Enfréntate a mí!"
"DCG_VO_skywrath_mage_single_target_damage_05"	"¡Te reto!"
"DCG_VO_skywrath_mage_single_target_damage_06"	"Esto es entre tú y yo..."
"DCG_VO_skywrath_mage_single_target_damage_07"	"Nunca podrás vencerme..."
"DCG_VO_skywrath_mage_single_target_damage_08"	"Yo determino cómo se desarrolla la batalla..."
"DCG_VO_skywrath_mage_single_target_damage_09"	"¡Luchamos como a mí me plazca!"
"DCG_VO_skywrath_mage_single_target_damage_10"	"A ver qué te parece esto..."
"DCG_VO_skywrath_mage_multi_damage_small_01"	"Aniquilaré a nuestros enemigos..."
"DCG_VO_skywrath_mage_multi_damage_small_02"	"No os preocupéis por estos lacayos..."
"DCG_VO_skywrath_mage_multi_damage_small_03"	"Dejadme los lacayos a mí..."
"DCG_VO_skywrath_mage_multi_damage_small_04"	"No me importa cuántos sean los enemigos."
"DCG_VO_skywrath_mage_multi_damage_small_05"	"Tendrán más hombres, pero no van a poder con nosotros..."
"DCG_VO_skywrath_mage_multi_damage_small_06"	"Por favor... ¿Creéis que os tengo miedo?"
"DCG_VO_skywrath_mage_multi_damage_small_07"	"¡Me ocuparé de ellos!"
"DCG_VO_skywrath_mage_multi_damage_small_08"	"Hora de descuartizar un poquitín..."
"DCG_VO_skywrath_mage_multi_damage_small_09"	"Haré lo que pueda."
"DCG_VO_skywrath_mage_multi_damage_small_10"	"Los debilitaré un poco."
